activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,accounttype,comment,skos_uri,prefixed_id
ai_3520_3,fi_17200_4,01,5300,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7681f78d-a3b5-4958-a84d-5ac3b0a1e2a9
at_3821_85,ft_4,01,6200,bonsai,undata_energy_stats,supply,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,410f1655-624c-4cd2-a130-ad78da50f346
at_3821_84,ft_3,01,6200,bonsai,undata_energy_stats,supply,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,98e54f37-b502-4011-8e6a-6e3e605d4349
ai_3510_8,fi_17100_8,01,7000G,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,fd9fd193-3f8b-4027-901b-073d26e4cd50
ai_3510_7,fi_17100_7,01,7000H,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,96f99c96-e476-457a-b964-569a7c2a71bb
ai_3510_12,fi_17100_12,01,7000N,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,c5a9bd8b-2cdc-4eee-93d3-3b3bda3a35ab
ai_3510_10,fi_17100_10,01,7000S,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8316ff62-193b-42cb-a8da-d4314d6bdafb
ai_3510_10,fi_17100_10,01,7000T,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f4b9c830-287f-420d-937c-31edcd7ac09d
ai_3510_11,fi_17100_11,01,7000W,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8540bd19-629c-4083-8902-605f71b135b2
ai_3530_1,fi_1730,01,8000,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,6bfd5609-6d42-46d9-b467-5c6c80036160
ai_0721,fi_13000,01,9101,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,5e65705c-c7b2-4d18-8159-a89ae4189690
ai_3520_4,,01BI,,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3c51a9d9-f30b-4160-9922-d5607175a736
ai_0610_1,,01CR,,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d1f99b3c-f5ac-4c9e-8422-2637e93545b5
ai_3520_2,,01MG,,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,97a81984-6c6c-4bbf-9e57-654d6b25e7ca
ai_2815_3,,015EB,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a10adc7d-4908-415a-998c-98467d6db5a9
ai_2815_2,,015HP,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,735e94ac-1e5b-411a-b516-1492524c4c72
ai_3510_12,,015N,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,55814954-816f-4d6e-a497-66fbeec2f77b
ai_3510_13,,015O,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,af39ff59-525e-40b6-ba0f-0930a41ba0c5
ai_3510_7,,015PH,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b239884d-5a09-4837-9824-f4644c93888a
ai_3510_10,,015SP,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,26da4e9e-efa2-48db-8918-d679bf18f949
ai_3510_14,,015T,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0492ad65-4472-45b7-b525-18dcd46046a1
ai_3510_11,,015W,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,56fe975e-68c7-4285-8c4e-6482f1bc8d2a
ai_3510_7,,016HY,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5d558cdd-0b2c-4e25-86c9-ae07b0929ba8
ai_3510_12,,016N,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ab83572c-0c52-440d-8b4d-89d37f5349ad
ai_3510_13,,016O,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,529e9f3e-b91d-45fa-9f59-dba88fe3f481
ai_3510_10,,016SP,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6d41cba6-465c-4d35-8e1b-bb9eacc387b9
ai_3510_14,,016T,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8567b5ea-c8da-4cad-9bba-05cba3571af2
ai_3510_11,,016W,,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,79c89651-0868-43bb-8566-42cc94d6481d
ai_3510_7,fi_17100,015HY,7000,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3d127894-d2f7-48a2-9a41-2583fbcc15aa
ai_3510_7,fi_17100,015PH,7000,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,13cc5167-543b-4537-aa9e-9e2de030f7ad
ai_3510_7,fi_17100,016HY,7000,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,2a7441d1-7900-46f7-bdd1-9d8a5df76e71
ai_3510_7,fi_17100,016PH,7000,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ffcbd25f-e18c-4f74-9143-68fb8c88cfa9
ai_3530_2,fi_17100,015GC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,10f12c55-b8b6-466f-b58e-e0196ce757f1
ai_3530_2,fi_17100,015HC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e9f73c4a-1503-486e-8b1f-51ba3f912135
ai_3530_2,fi_17100,015NC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d1d509ec-1b4b-4761-a24e-1f5930a0a7e8
ai_3530_2,fi_17100,015OC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,23c6b2cb-4e78-4880-a7fa-a3bf6efde20a
ai_3530_2,fi_17100,016GC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d3214ea7-7d8e-4968-bcc0-6a067f3bb1e6
ai_3530_2,fi_17100,016HC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,194b93a9-e73f-451f-a645-f2483e6040b2
ai_3530_2,fi_17100,016NC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ccd980a6-8659-4187-b4d7-d4bd2f9de33e
ai_3530_2,fi_17100,016OC,7000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,2af147ae-1216-4a2a-9ba8-e2e183b89daa
ai_3530_2,fi_1730,015GC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1d2cd309-4cd9-4f23-bccc-27ba08162bac
ai_3530_2,fi_1730,015HC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,36098891-5c69-4ad6-8bca-d23e6b2c7e26
ai_3530_2,fi_1730,015NC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,717268d1-a548-4562-b6e8-122c26862c55
ai_3530_2,fi_1730,015OC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,2c506e87-1471-42a8-9423-1ac3f788eb10
ai_3530_2,fi_1730,016GC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,51ce5e28-9746-45c3-948f-b64e22ce6f79
ai_3530_2,fi_1730,016HC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d864597f-fc98-417a-9a56-600e23c6f9af
ai_3530_2,fi_1730,016NC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,20bf9562-f997-4bfa-81b8-83ac079daf78
ai_3530_2,fi_1730,016OC,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a8bb8078-3a3e-4f3e-a9a4-a2c97d21a7b5
ai_3530_1,fi_1730,015GH,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,43792012-28ac-43b4-bd27-2c05e834e1b1
ai_3530_1,fi_1730,015NH,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,931f4c2c-e2d7-403b-adb3-be670e7174fe
ai_3530_1,fi_1730,015OH,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,aef91e9c-7180-443c-9c1e-0a451aca67b5
ai_3530_1,fi_1730,016GH,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,76ea2ac7-bbfa-460e-a880-235afe084f46
ai_3530_1,fi_1730,016HH,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,82fa1ff5-5094-4ae8-8255-ef539e138be7
ai_3530_1,fi_1730,016OH,8000,bonsai,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8580c3a6-2a3c-4196-93cd-d19277c7cecb
ai_1920,,013,,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,73af2ae9-2069-41cc-bd59-e63e6b65f176
ai_501,,051,,bonsai,undata_energy_stats,use,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6c5d89a5-58e6-4c6f-a871-04a9f8aed5a8
ai_51,,052,,bonsai,undata_energy_stats,use,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,209e8b38-1325-4abb-9e94-94228f11297a
ai_2815_3,,0889E,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,055882fd-9dbc-452e-b0c6-8a5283cb3818
ai_2815_2,,0889H,,bonsai,undata_energy_stats,use_transformation,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1d4ec95c-f7db-4c7e-94fa-232bba81a8ab
ai_1910,,081,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e0b240d3-f1b0-4c6e-81b9-25aa702e97c0
ai_3520_2,,082,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,4b1af52d-d75e-46a5-b6cb-5b6f8322a207
ai_1910,,083,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,66cf88dc-b1a0-4c41-bf87-2fa337ede967
ai_2410,,084,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,5bced544-2d3e-4725-96fd-92caf8633366
ai_0220_2,,085CH,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,27e3ed67-31be-4465-8dc4-a3c1d90875d5
ai_2011_1,,085GL,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f7d50f65-9847-492d-b26a-6d925fbbdfa1
ai_1920,,086,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e518450c-989f-480b-8654-d0ff241ddc79
ai_0620,,087,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,763bddd6-9e48-4cdf-aedc-6b4c90efeb3a
ai_3530_2,,08821,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8baacbae-9084-4d4e-8153-89cfca04ee62
ai_3530_2,,08822,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b3c63c42-f074-49a0-b8e5-28bca71a71a2
ai_3530_1,,08831,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,63e6f677-89d8-4af6-bbd9-162aeede552f
ai_3530_1,,08832,,bonsai,undata_energy_stats,use_transformation,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a13737d5-9221-45f3-a353-3b619ca6e0a0
ai_05,,0911,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e10ebd3d-3509-4f70-bb1e-d58bf81561d4
ai_3520_4,,0914,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,6f5585d4-c218-457e-a7e3-0c83971efed8
ai_2011_2,,0915,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1a0e695c-bc07-481b-acd4-168e21ce5a99
ai_1910,,0921,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,685edb37-bac8-478e-93c2-b8bf92b3af25
ai_3520_2,,0922,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7cc26b44-e48d-460e-8a94-6e451a1f9498
ai_1910,,0923,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,82279a0d-ecda-4461-a86a-6e69201b5d82
ai_2410,,0924,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b5a0b9f6-5be0-40fa-a58f-68b7b02ae79d
ai_3510_7,,0926,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,fb519e56-fe9d-46d3-b5a2-61cfeec08755
ai_3530_2,,0927,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d235b22e-81d4-48bb-93de-36fc69c2af03
ai_3530_1,,0927,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,33a13e11-bad8-49f9-9d34-08e913b642da
ai_0620,,0931,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1845d4b7-b31b-48c7-b195-742d3363fdb1
ai_1920_6,,0932,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,560d8dcf-fecf-4116-baa6-d50c965c62eb
ai_0220_2,,0933,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0dd5bf72-ac2f-4b24-8318-74f190e95278
ai_2011_1,,0934,,bonsai,undata_energy_stats,own_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9226c34f-be2d-4ad1-8cd2-46b1a62f7293
aa_flare,,104A,,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,efa736fa-cf51-4026-907c-5bdc97c84f31
aa_vent,,104B,,bonsai,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ea6f153a-5b15-4e91-b7ca-b4bd0d2dc41a
ai_2410,,1211,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,21bf08cf-7dbc-492c-a7cd-4cd6486c350e
ai_30,,1214C,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,28ca1e7e-26cf-401b-80e1-ce258f8ca90d
ai_28,,1214D,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,cb48a71d-c7bc-4bd7-ae78-68c9f02a42be
ai_17,,1214G,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,74ebfe65-c1dc-4140-a75b-72fb741e9e0f
ai_1701_6,,1214G,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9b903aaa-feea-4afe-8111-397a37bab7b9
ai_18,,1214G,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,55b7488b-c612-4808-b6ee-363f9175715b
ai_16,,1214H,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,53e37aab-ddec-4e51-b48f-b870a0830101
ai_f,,1214I,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,93e13a08-c9f4-4a50-8491-a27fda6e3f88
ai_13,,1214J,,bonsai,undata_energy_stats,final_use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,aaf36d26-fa6f-4783-b9ec-e72eb02811ec
