activitytype_from,activitytype_to,comment,prefixed_id,skos_uri,classification_from,classification_to
A_Anisr,111900,many-to-one correspondence,8e68afe2-22dd-4ff9-a441-8109697d5c8a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Chily,111900,many-to-one correspondence,0abaee8f-cc8c-4d70-85d1-a8159fa5d0e0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Chiln,111900,many-to-one correspondence,beae53b5-f3e1-4560-ae78-db0a0b9943d0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cinn,111900,many-to-one correspondence,86038cd0-136b-4f55-b0ee-7e795f473b82,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Clovs,111900,many-to-one correspondence,775da4d6-dd6e-4ad3-b55f-09305cd17241,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Vania,111900,many-to-one correspondence,9a956cff-05ec-49dd-bc98-39ec26841a32,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Spics,111900,many-to-one correspondence,6682d425-9c3d-472a-a048-2647a111c3d4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pepp,111900,many-to-one correspondence,1212a313-f08e-4b3f-96fa-460bd58d56a7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Hops,111900,many-to-one correspondence,afd0e2ee-c5f9-4da1-9591-eb5bd1cf3665,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Gingr,111900,many-to-one correspondence,e103c1ff-71fc-4d1d-b547-144e6ea40f05,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Jojod,111900,many-to-one correspondence,2ae099d7-5f52-4d6d-a82b-dded64e3e6aa,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Peppt,111900,many-to-one correspondence,7aa4ed85-f2b5-44b1-bcd1-e48cbc0317d7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Kari,111900,many-to-one correspondence,c673ba17-ad07-4a74-b606-206d4c84e665,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Caros,111900,many-to-one correspondence,fdd303f9-a9e7-4672-a71b-0f2902265920,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Nutms,111900,many-to-one correspondence,2bcd96df-b537-4a77-98c8-b75d1cf71ee5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Talld,1111A0,many-to-many correspondence,063d1104-2444-44a1-86e1-dcc1333f8f26,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Talld,111900,many-to-many correspondence,67a0dd19-b890-4d54-b625-c84518c89187,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Pyred,111400,many-to-many correspondence,15eda51c-134e-4bec-a8c5-ec09ad06815f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Pyred,111900,many-to-many correspondence,6ef599ca-5f38-4f1b-b1fc-43f946706c39,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Rubber,111900,many-to-one correspondence,c9ab2784-38c9-4419-bfca-0e16d37c5a33,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Tung_nuts,111300,many-to-many correspondence,409e7043-5e3b-486f-8596-d0b8b08d3f65,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Tung_nuts,111900,many-to-many correspondence,5bcb883d-25c2-411a-87e7-57a749cc537c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_013,111400,many-to-one correspondence,fa1c0e91-0083-46ce-b765-6d17c5feba88,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_lBufmeat,112A00,many-to-many correspondence,515ef77e-2c88-4aed-9d24-9350d7cf664e,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_lBufmeat,112120,many-to-many correspondence,01dd8a51-76a7-4015-875d-48afc6e81457,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_lCatmeat,1121A0,one-to-many correspondence,ec0c8eb3-d757-43d1-944a-caac00dfe5ce,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_lCatmeat,112120,many-to-many correspondence,580b3664-2aaf-4752-9417-8024d0ec5926,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0142,112A00,many-to-one correspondence,0262bdf8-6dcd-425f-96ee-084bba48f38b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_lCammeat,112A00,many-to-one correspondence,1317663f-2152-45b0-b69b-af1b7a9cb401,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0144,112A00,many-to-one correspondence,4f7cfd55-fcf3-4e0b-ae2c-31bed22bc095,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_lShemeat,112A00,many-to-many correspondence,6b2e84e2-6543-484f-9b18-3211178c8a1f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_lShemeat,112120,many-to-many correspondence,bba86d62-28b1-44e5-a9bc-8df5d63ae3ce,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_lGoameat,112A00,many-to-many correspondence,d4bda625-b5ae-454e-af48-53dd40ac5fa2,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_lGoameat,112120,many-to-many correspondence,490b4506-981a-4142-a9da-f460e6810dd0,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0145,112A00,many-to-one correspondence,f5e535c2-ebc9-4c11-9c5a-38dc95646138,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PIGS,112A00,many-to-one correspondence,b5b86c34-ca0f-411c-a35f-99ce379557f3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_lSwmeat,112A00,many-to-one correspondence,9473bd79-dffd-4a5e-9692-b5524e41d918,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0146,112300,many-to-one correspondence,a683f9c7-3b5b-46e9-88f6-dd6bc5abe3b1,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Poleggs,112300,many-to-one correspondence,b0c327be-220f-4f96-b834-e06c0cf8007e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_lPolmeat,112300,many-to-one correspondence,f5fb01c6-403f-42a1-a53d-cf219f62852d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0149,112A00,many-to-one correspondence,c39fd67d-c54f-4399-9435-6d936f93f0f9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Othmeat,112A00,many-to-one correspondence,b0d5d724-c0c4-4e84-b9c9-3054a59d5170,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Silk_ree,112A00,many-to-one correspondence,3512fed7-b02c-41a3-a90b-1b5f67d0d056,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Honel,112A00,many-to-one correspondence,1f49478f-aa99-409c-aa7e-5dbfeba436f9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Snaia,112A00,many-to-one correspondence,23b66d0f-c5dd-4152-b618-ade8c3a1da95,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_WOOL,112A00,many-to-one correspondence,84a78ba2-4dc2-4b77-89bf-4748693144da,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_016,115000,many-to-one correspondence,adb2c1fd-9999-4948-bb4d-6346e8f5bb11,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0161,115000,many-to-one correspondence,7e4c48af-5544-4cfe-a207-956f735bce7d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0162,115000,many-to-one correspondence,f77ec47c-4492-4290-85ce-c6aead01bab6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0163,115000,many-to-one correspondence,c4b5debc-b3d9-4b5a-8e79-7c980df08c8f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0164,115000,many-to-one correspondence,962b5bd9-e912-4e2b-a644-f85f8a489215,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_017,114000,many-to-one correspondence,79da3c4d-da94-4078-885f-1e559aa0ab47,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_02,113000,many-to-one correspondence,cc8f9904-b608-44a5-ab96-14676c293723,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_021,113000,many-to-one correspondence,ac190cfe-6498-4002-bf8b-559a99009e20,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0210,113000,many-to-one correspondence,924d16af-c0bc-45eb-8ec1-a52457e55961,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_022,113000,many-to-one correspondence,c3f044fb-df6e-4d5b-ac1d-69e9b40b0637,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0220,113000,many-to-one correspondence,cf868090-50ab-4a6b-bc7b-78d36b178127,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_FORE,113000,many-to-one correspondence,25c70edf-1269-45a9-8e52-c8f4cbd538f4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_FORE_comb,113000,many-to-one correspondence,8b418af5-935f-4243-a928-5303f0d311db,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_CHAR,113000,many-to-one correspondence,4559d576-5eea-40b5-9549-00e1187b42c9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_023,113000,many-to-one correspondence,6030c517-0380-476c-a0d8-7dd425292c17,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0230,113000,many-to-one correspondence,c5548fbd-bf0d-40e9-8581-ead41b9c4947,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_024,115000,many-to-one correspondence,c36daea6-0b85-40fb-9b5c-35f841d7dc9f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0240,115000,many-to-one correspondence,6d63b715-add8-4efa-8754-52d4c781d242,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_FISH,114000,many-to-one correspondence,caca3df3-8fd8-409a-a366-4987f6247a8a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_COAL,212100,one-to-one correspondence,e4e3940c-5475-47da-80b4-0a6e727f4fbd,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_06,211000,one-to-one correspondence,29aff7f5-0b64-4150-b02f-92aa69f62a31,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_07,2122A0,many-to-one correspondence,6d7468a3-fcea-4dab-bfbf-20a07fcd462c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_ALUO,2122A0,many-to-one correspondence,5fc077e3-3e81-423d-b0e9-2b6c5d9f4c7c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_COPO,212230,many-to-one correspondence,812d7217-fab8-45d5-af04-e4520380545c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_LZTO,212230,many-to-many correspondence,90099dff-5d3e-42cb-981a-194d98132cdd,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_LZTO,2122A0,many-to-many correspondence,7224a888-bc65-4206-982b-de90e2f1bdf8,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_NIKO,212230,many-to-one correspondence,f8e765fe-e044-4805-bed7-fc6c5ce8977e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_ONFO,2122A0,many-to-one correspondence,c309c9ed-2d98-4bc2-a25b-30b341bd8448,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PREO,2122A0,many-to-one correspondence,5f6b2fd0-b789-4cd0-8b2b-48c40f4733ce,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_STON,212310,one-to-one correspondence,234b14ba-e47d-4fe6-af8e-a0f41d342c1f,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
A_SDCL,2123A0,many-to-one correspondence,a6eda86d-4e22-411f-b816-a7f5f5ed116a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0891,2123A0,many-to-one correspondence,cd656297-d1c9-4fe9-9a73-c8521117bd3a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PEAT,2123A0,many-to-one correspondence,cd52d4ee-61c2-4781-9b2d-f5f45daae21e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0893,2123A0,many-to-one correspondence,9686be7c-b987-4971-99e7-abe0102aaa14,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0899,2123A0,many-to-many correspondence,e22829d7-adbe-449b-ac54-12770df46d17,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0899,2122A0,many-to-many correspondence,affc4cd7-85bd-4a64-9505-fa244ebb3198,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_091,213111,one-to-one correspondence,abffdfc3-cbaa-44b0-ae9b-0e36e0b80293,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_099,21311A,one-to-one correspondence,0597c33f-fc68-4c88-ba7e-a36877f9f825,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_101,31161A,many-to-many correspondence,4ac4c0c2-435e-4fac-abae-15b80b2032f7,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_101,311615,many-to-many correspondence,692ade10-682d-47c6-bbcb-9222643eee23,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_pBovmeat,31161A,many-to-one correspondence,44e3db29-b483-4802-aeae-ca2ffc198b49,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_pPigmeat,31161A,many-to-one correspondence,a43dd39e-ad15-4610-8300-b3d9d17894da,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_pPolmeat,311615,many-to-one correspondence,35427aae-cfa0-4494-b1a5-e4fcd8a29bec,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_pOthmeat,31161A,many-to-one correspondence,8e9cc3fd-a198-4bcd-8150-a3c879ea23f3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_pDermeat,31161A,many-to-many correspondence,8f7a3138-3078-4d8f-9472-714b0a128e81,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_pDermeat,311615,many-to-many correspondence,86147621-06ea-425b-9ad7-833b4bd3f0fa,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_pMuGomeat,31161A,many-to-one correspondence,c35f5998-5c2c-4380-84fc-462cfde0c9b7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Beef_proc,31161A,many-to-one correspondence,3116e3fe-d643-4999-a0f9-c7246cf58f90,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pork_proc,31161A,many-to-one correspondence,a898079a-fd89-4ff9-ac72-3e7c8873433d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PCAT,31161A,many-to-one correspondence,998001d7-85b2-4a09-9c1e-b60df9c1c994,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PPIG,31161A,many-to-one correspondence,0bc78759-aa82-4849-9684-02250f37d29e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PPLT,311615,many-to-one correspondence,d0bed5cf-6572-4da6-9035-014252d96c4a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_102,311700,one-to-one correspondence,1697ed8e-e6da-436b-b66d-5d98b364b5c4,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1030,311410,many-to-many correspondence,78958157-a6c4-42e7-8e12-8f5771019ad3,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1030,311420,many-to-many correspondence,5b10eb4a-14a8-4ebe-b15d-eb216a5fb4ee,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Frozfrui,311410,many-to-one correspondence,e8ad77a7-6f01-41ce-ae52-3b72c8c1f177,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Frozvege,311410,many-to-one correspondence,a77ce405-2544-4e5a-87f4-3fd239c4dbe8,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Jufruveg,311420,many-to-one correspondence,cb5edc99-1c01-4bf6-9e93-4157045edd89,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_FVEG,311420,many-to-many correspondence,533affb4-9d07-4d3a-b89f-89e5ee238d45,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_FVEG,311910,many-to-many correspondence,0d7e120a-50e8-460f-bd4d-37740b64207b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Onioy,311420,many-to-one correspondence,637ca021-06b8-4ef1-8c59-893fd592eae7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cassd,311420,many-to-one correspondence,1adfd293-8e63-46e8-a779-e671f3c60e79,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Plum,311420,many-to-one correspondence,d3d650a7-d8d6-4e2a-bab7-e371ba3af1fa,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Apriy,311420,many-to-one correspondence,9c8b4262-9257-49c6-9e65-0d37388820b7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Figsd,311420,many-to-one correspondence,96a45910-7453-448e-81db-bf3d3d399402,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Beany,311420,many-to-one correspondence,1b4245ae-4033-4937-911a-c10fc1e7abb6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cowpea,311420,many-to-one correspondence,cc1251d6-0a74-4f81-861f-cc67f224aaff,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Broay,311420,many-to-one correspondence,6de46ef7-ac5c-4b79-860e-9cd7067cdf00,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Lents,311420,many-to-one correspondence,17fb2f40-6cc7-4494-b555-b15be4dacc72,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Chick,311420,many-to-one correspondence,62805d7f-d976-46e4-a068-34309f6ccb4a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Peasy,311420,many-to-one correspondence,06565e7b-bfa8-4a05-b35f-ed10e709369d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Oiloliv,311224,many-to-one correspondence,c200842c-ca8b-4a92-976c-63fc163dc18a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Othvoils,311224,many-to-one correspondence,e5d2bdda-6f3a-4c3e-9778-24b74a58da19,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Oilpalm,311224,many-to-one correspondence,dd4e5e57-254c-49d2-bc58-9d3c51198ec5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Oilrape,311224,many-to-one correspondence,f9738054-eb99-4b00-bb22-014dfab69790,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Oilsoy,311224,many-to-one correspondence,43e80df2-d36c-40dc-b42e-ebabea88fabb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_VOIL,311225,many-to-one correspondence,b9ae0b39-b270-4007-851c-f12e8717c47d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Vegfats,311225,many-to-one correspondence,3866c256-63ce-4118-9c2c-2a8ece922814,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Bufmilk,31151A,many-to-one correspondence,4dd33a9c-f631-4e02-af7d-f3d3ccd50497,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cowmilk,31151A,many-to-one correspondence,123c5d8b-ba97-4627-be3c-973d96c2de73,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Shemilk,31151A,many-to-one correspondence,2c1289b5-33a6-49c9-857f-7ae68ad2dd06,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Goamilk,31151A,many-to-one correspondence,275d5bd0-bad4-4947-bb32-740f94821d4d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Prmilk,31151A,many-to-one correspondence,c54539b9-a905-4334-8017-28707c7165bf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_MILK,31151A,many-to-one correspondence,2d5a2e8a-7e1f-4768-8aef-6a891eec07b3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Othdiar,31151A,many-to-many correspondence,40d37bb8-22ed-494d-a731-97e659845ca8,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Othdiar,311513,one-to-many correspondence,a36c33ac-6d61-4ff5-a5f5-11431d6d64f0,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_Othdiar,311514,one-to-many correspondence,f64b1972-4671-4f5c-ad4a-dccfb6d96699,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_Othdiar,311520,many-to-many correspondence,0a324689-11fe-4a38-bf4c-095209b3a173,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Prorice,311210,many-to-one correspondence,571c1586-5402-4fc7-9d01-d6916da8e92a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_RICE,311210,many-to-one correspondence,6d62765f-f051-423b-802f-12dbdc848653,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_OCER,311230,one-to-one correspondence,fb5a0967-e10f-4469-abea-e3a6f5c433c2,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
A_Othflour,311210,many-to-one correspondence,14e4f9bc-acd0-46a1-a9b5-eacbcbd59603,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Whflour,311210,many-to-one correspondence,0d801029-a182-4cf4-8b91-10dbf0814528,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Graid,311210,many-to-one correspondence,d71d840b-6295-4bd6-adc2-53da92ac66e0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1062,311221,one-to-one correspondence,2d8070b1-3a31-4d52-82d0-43b3837bbc95,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1071,311810,many-to-many correspondence,c77659e0-eb15-4f3e-ae3b-e8d72a4694f1,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1071,3118A0,many-to-many correspondence,bbfddf15-d3ae-49ab-8e82-934e76432367,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1072,311300,many-to-one correspondence,ef4bc2df-dcb2-450e-8234-b4483a3d1d35,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Sugar,311300,many-to-one correspondence,0f1dbf4b-c2fa-42b8-acfb-71cc26b9cbf9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_SUGR,311300,many-to-one correspondence,59ed1834-4d15-4dc0-a336-2db5159f9f10,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cocader,311300,many-to-one correspondence,fe7ea004-2470-4bed-bcbb-0196770b2af5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1074,3118A0,many-to-one correspondence,3c6e32b7-e5ae-4f13-8ee6-23e84f9b91f0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pasta,3118A0,many-to-one correspondence,62bb55f5-e015-4aa9-abb5-55a339d3ac2b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Othproc,311410,many-to-many correspondence,8a88614c-a628-4b6a-974b-3fdfbbe7d8af,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Othproc,311520,many-to-many correspondence,93f44030-7d55-499e-a170-6e364f75a994,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Othproc,311810,many-to-many correspondence,70f7eb69-0137-4caa-8d67-28afd30b83bb,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Othproc,311990,many-to-many correspondence,352745c2-4af0-4252-bd25-0f3d00204677,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1079,311910,many-to-many correspondence,45527a53-36c6-4098-bf03-8fb1e18c1f95,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1079,311920,many-to-many correspondence,913ead1a-3b98-4b7e-9139-c7e4d6654859,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1079,311930,one-to-many correspondence,93984204-a28d-46b3-b0ea-7dbe06f32efc,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_1079,311940,one-to-many correspondence,0f198355-31cf-4660-9778-287a98b70904,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_1079,311990,many-to-many correspondence,218028d1-352b-4f4f-bf39-b6d98286eb0a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Roscoff,311920,many-to-one correspondence,50b797e0-01ab-4dc8-a2ab-5efd70beda21,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_108,311111,one-to-many correspondence,6a011f29-7420-4c56-a69e-440e44fcd0bd,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_108,311119,one-to-many correspondence,16a4e865-adf9-43f9-9aca-8eea1fb51c40,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_Othalbev,312140,many-to-one correspondence,cac1daa0-6fc6-4554-9838-99906286a4da,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Wine,312130,one-to-many correspondence,baf59c06-501a-4004-a636-db59ebf665ef,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_Wine,312140,many-to-many correspondence,1f0bb26f-f708-4abc-9567-fd8cd81b4e11,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Beer,312120,one-to-one correspondence,10110f62-427c-4faf-8115-0784e0e1053e,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
A_bot_water,312110,one-to-one correspondence,e0b4a18d-fdaf-47a3-b95c-f992024289b2,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_12,312200,many-to-one correspondence,78f92a48-ecb5-4068-a75f-06966f52c00f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_120,312200,many-to-one correspondence,7b736084-e028-42aa-b0a4-5164d3bdef3a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TOBC,312200,many-to-one correspondence,b1169b74-a991-427e-8532-9aa6b4fde117,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1311,313100,many-to-one correspondence,9e5ad2f5-e459-413a-9ac2-82d946399d96,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Silkw,313100,many-to-one correspondence,41c0825d-7c30-4945-9c07-ecb25a5802ab,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_FIBR,313100,many-to-one correspondence,4e04d507-e5db-42c2-aaeb-706cf06686e3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1312,313200,many-to-one correspondence,0fd1fa8c-91e6-4848-92f2-b381e6330b20,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
