activitytype_from,activitytype_to,comment,prefixed_id,skos_uri,classification_from,classification_to
A_Okraa,111400,many-to-many correspondence,2396caed-c0e0-4923-a7dd-80f9ac7f2167,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Peasn,1111B0,many-to-one correspondence,28b2758f-dbe6-4430-b650-bd65d2876600,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Vetcs,111200,many-to-one correspondence,e175dddb-2b76-4da8-bf43-6fefa71e11be,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Quina,1111B0,many-to-one correspondence,466159ce-2144-4c54-9a57-10ec0dce2121,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Poppd,1111A0,many-to-one correspondence,1cc11c14-cadd-4a51-941a-f8198cc1f496,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Piges,1111B0,many-to-one correspondence,fba2e26c-4585-47e9-a606-bcd83b70f4c1,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pulss,1111B0,many-to-one correspondence,dc9f4b58-4fcb-477b-b455-8bc789e9c528,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Stris,1111B0,many-to-many correspondence,1305b23d-db78-4bcf-a803-b2df4aa2d6d2,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Stris,111400,many-to-many correspondence,9a53857b-1af8-468e-bbdf-d23a782d4df1,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Trite,1111B0,many-to-one correspondence,621dd68f-4032-4620-813d-7a6f74a5809d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Ricey,1111B0,many-to-one correspondence,96ec7186-38fd-4a06-b28c-13e9fb8e6546,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Artis,111200,many-to-many correspondence,aa5dbb55-0ea6-4655-8b45-01145d13ed7c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Artis,111400,many-to-many correspondence,58d87f58-94e4-4929-864d-48285ab05deb,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Aspas,111200,many-to-many correspondence,db12ea35-41e2-4952-89da-7a5687a9b5d6,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Aspas,111400,many-to-many correspondence,e8887e24-959f-49c3-bf2f-3601755e4220,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Carrs,111200,many-to-one correspondence,fbb35519-c2a7-487d-8d44-0c08fa0b82cf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cassa,111200,many-to-one correspondence,edbe0bab-330a-4eb8-965a-9b33962d68ca,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cucus,111200,many-to-many correspondence,c649ae6b-421a-4beb-82b0-390f308039ed,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Cucus,111400,many-to-many correspondence,4dbee730-1420-464b-9ee6-b2532681f69c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Cabbs,111200,many-to-one correspondence,8da8b74a-2c89-4123-8283-2803d364e96a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Eggpl,111200,many-to-many correspondence,70d0a014-6924-47c1-9851-68b231b68470,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Eggpl,111400,many-to-many correspondence,45552925-4dd7-4397-bbc7-6916271c5cf4,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Tomas,111200,many-to-many correspondence,a963208a-7871-4233-9090-97ceff7556ef,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Tomas,111400,many-to-many correspondence,031d63bb-86f0-4fcf-98cf-cf7ceaaf8441,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Cauli,111200,many-to-one correspondence,41c6835a-9678-4cdd-9ede-b3ceafd2222c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Spinh,111200,many-to-one correspondence,46b92129-00d7-4fc0-a2f7-1147df26da61,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Chics,111200,many-to-many correspondence,93ce3f8c-7d24-44bf-ab0e-6b377a36e218,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Chics,111400,many-to-many correspondence,a6feae4b-d2de-42fe-aac7-154021a48c5b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Letty,111200,many-to-many correspondence,91f0d69d-d149-46c1-87e8-1b37174e959c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Letty,111400,many-to-many correspondence,001a360a-4f2e-4a18-a4ce-c3537bbe1ce5,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Melon,111200,many-to-many correspondence,32f3ddb2-0153-444a-a041-41ef85a55d73,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Melon,111400,many-to-many correspondence,0ff0c425-df98-4613-b704-e98bac42bd01,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Melonse,111200,many-to-many correspondence,6fcd0499-0d60-4db7-9241-e7fa68ea493b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Melonse,111400,many-to-many correspondence,10b57d67-26b1-4ab5-a30a-3a088ef747f9,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Mushs,111400,many-to-one correspondence,099b27fb-4642-443d-a212-fcbc26dac7cd,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Onion,111200,many-to-one correspondence,5d0eccec-06a6-4395-b33a-51b4bde5d652,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Garlc,111200,many-to-many correspondence,313b1fba-5dec-4cf5-9fbd-01b2c0a1d5b6,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Garlc,111400,many-to-many correspondence,b5cb0196-7c6e-42d6-bfb2-d229d8311b7a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Leeks,111200,many-to-many correspondence,e3cc65fe-b0ee-42d1-8ba3-a23f22c5008d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Leeks,111400,many-to-many correspondence,61f12817-47d4-42c9-8167-6456c960ba59,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Potas,111200,many-to-one correspondence,7b9c09a4-31d4-4a87-b8e1-ccbf2a85b47e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Sunfd,1111A0,many-to-one correspondence,fb5f7ad3-7b77-4671-8ac7-fc994b748c68,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Swees,111200,many-to-one correspondence,dfa27e7f-e223-44fe-a22d-4246748f4e10,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Yams,111200,many-to-many correspondence,1b04b249-81b2-42fb-9591-fae92ab74d4b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Yams,111400,many-to-many correspondence,52704025-7b29-434d-bf63-05122ae9b9b1,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Roots,111200,many-to-one correspondence,b449d19f-d7aa-49ac-a937-f680076174fd,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Wates,111200,many-to-many correspondence,0a4d054b-2af4-4a3f-ac3b-953dd1c5e5d8,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Wates,111400,many-to-many correspondence,675a0dde-0dc9-4c1d-b03c-f7926e3984e8,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Canad,1111A0,many-to-one correspondence,15ed830a-efe5-4b6d-a087-2c0a0540878c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Taro,111200,many-to-one correspondence,f031ef55-f782-4dd3-9cdf-7870f2d2757e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pumps,111200,many-to-many correspondence,7616c645-c591-4007-9143-83148def7a4b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Pumps,111400,many-to-many correspondence,5b9a321b-a9f5-4082-8707-aafbbd4e06e6,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_oVege_fresh,111200,many-to-many correspondence,a0f30c18-4590-47ae-a0c5-a464decbf614,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_oVege_fresh,111400,many-to-many correspondence,2f605ddb-1de1-4cca-b305-203bf7e0d04f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_SUGB,111900,many-to-one correspondence,0f9345af-e0c4-41a6-9c67-f19c6505bf43,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Sugae,111900,many-to-one correspondence,01f09483-cde8-40d8-86ce-0562a68cc6c7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Sugas,111900,many-to-one correspondence,16c1290b-59db-47f5-8daf-69fe66ac95c6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Tobac,111900,many-to-one correspondence,d79b2e30-5d03-40c2-80bf-b463351b0fe0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116,111900,many-to-one correspondence,ca7a0641-631c-4f35-83ee-398fcf4d5f37,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Agavs,111900,many-to-one correspondence,f8970634-4abe-442c-b066-1d384c4fdb83,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Bastr,111900,many-to-one correspondence,2ba90426-064b-4f54-9537-91a6b19b4fee,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_oFibrs,111900,many-to-one correspondence,e8e37620-e2e9-4bc6-8cd7-41626b630f8d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Seedcot,111900,many-to-one correspondence,ea4032c6-dc5d-4a07-b3d1-49ec70fc71f6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Jute,111900,many-to-one correspondence,9d0f3afc-d4ef-4551-8f66-2a693a72cddf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Hempd,111900,many-to-one correspondence,22b620e2-5a60-4dc7-b002-b416cbec1f1c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Kapot,111900,many-to-one correspondence,ff21770c-156e-4603-8c05-8215deff15fa,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Kapod,111900,many-to-one correspondence,ec136bea-7879-416d-8071-1f2124717a83,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Manila,111900,many-to-one correspondence,cdd79e61-aa78-44a2-907d-89dcc922e9b3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Ramie,111900,many-to-one correspondence,50d6494a-69d3-4fd9-9bc4-5c2bbf9682ff,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Sisal,111900,many-to-one correspondence,1b076346-354d-41ce-957e-77ece459ebae,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0119,111900,many-to-one correspondence,291080ba-2bb1-4a09-b537-3631658c95fd,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Graps,111300,many-to-one correspondence,8068f0fa-5f54-404a-8a50-2f6ac1802409,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122,111300,many-to-one correspondence,58be4322-ce7a-4159-8ca8-874df2aa5109,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Avocs,111300,many-to-one correspondence,9545f799-3991-4d3c-961a-c57f9835fd8b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Arecs,111300,many-to-one correspondence,f51e5c41-9c70-4a45-a45e-9cbf2c3e1d4d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Banas,111300,many-to-one correspondence,96f5af24-6d0a-43c4-9512-3b6ec1612bb7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Papas,111300,many-to-one correspondence,037bb452-b9ea-4694-9b4e-2e7f75145878,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Mangs,111300,many-to-one correspondence,fead0240-89e2-45cc-8dc5-ba63ae4889b5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Figss,111300,many-to-one correspondence,d2dce840-d9cd-40b4-8d05-6efa745c6c40,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pines,111300,many-to-one correspondence,b2eeb417-6279-4a59-b54d-b10baa8d4156,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_frtrop_nes,111300,many-to-one correspondence,9faca2e6-fb01-4cf7-b26d-95fdb737be8d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Dates,111300,many-to-one correspondence,71bac671-68d8-4586-931c-f287f9b135bb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Perss,111300,many-to-one correspondence,2a1b4170-2866-462a-bb0d-b96a8b1f1209,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Plans,111300,many-to-one correspondence,848730eb-7c06-44e7-882c-ddfdd727a4e9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0123,111300,many-to-one correspondence,f9092423-fb87-47b2-9381-34c4b313671f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_oFru_cit,111300,many-to-one correspondence,b48b387e-e4fe-4989-a950-7de0602b752c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Lemos,111300,many-to-one correspondence,4b3ea4a8-7b0d-421f-b7fd-b98ae51bfdf4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Grapf,111300,many-to-one correspondence,ebdb7261-f798-4e88-a3f3-a50a139ef15f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Orans,111300,many-to-one correspondence,2c0c791a-2189-426c-bad7-db730eb52744,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Tmand,111300,many-to-one correspondence,be3eaced-4d75-4e77-bd96-36f6b0068246,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124,111300,many-to-one correspondence,5728f44e-14eb-4041-80d2-ce4425f43a08,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Appls,111300,many-to-one correspondence,ecd96c2e-9a36-4cab-b7e1-3a19b3137697,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Apris,111300,many-to-one correspondence,9445942d-1ec2-4dca-a30b-8f839302ec3a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Chers,111300,many-to-one correspondence,3b01a8f8-24df-4c1f-a4a5-b3c579608fe4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cherr,111300,many-to-one correspondence,d60bf207-dd31-4326-9b65-639cfab919d6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_oFru_ston,111300,many-to-one correspondence,cd50b64e-5dc6-4203-9fc8-a144a1cf1fe8,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Quins,111300,many-to-one correspondence,ccb6b826-a153-4d61-97a9-4b35f0b9f6eb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_oFru_pom,111300,many-to-one correspondence,e271a973-ddde-4856-8879-82cefcc19240,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Peacs,111300,many-to-one correspondence,805b432a-6e9b-4196-b5df-b8314ccd642c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pears,111300,many-to-one correspondence,5af0651c-f507-43e2-aa9f-e470379adc6b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Plums,111300,many-to-one correspondence,f4a0d1bb-bb96-42b3-b52d-5e6b5babe1f5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_oFru_fresh,111300,many-to-one correspondence,0dddb55e-c464-466b-9300-514abb6e2d39,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125,111300,many-to-one correspondence,69a51dd2-aea4-4a57-9918-b50e5c8342bf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Almol,111300,many-to-one correspondence,af961dc7-47a3-4165-b42d-ba3115ef26fa,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Berrs,111300,many-to-many correspondence,8f4e6edf-78ab-4edd-995a-77ebb12b2ffc,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Berrs,111400,many-to-many correspondence,e4766fec-402b-412d-b28c-4b5e7a49119b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Blues,111300,many-to-many correspondence,b80f8bc8-914b-42aa-b7d1-bacce93cd625,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Blues,111400,many-to-many correspondence,74d1d678-a2d9-40b9-bff5-26944519b687,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Brazl,111300,many-to-one correspondence,aa76eb78-6f62-400b-82be-f7a0a6efb645,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cashl,111300,many-to-one correspondence,33d41f40-48bb-414f-8513-240aa47583c0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Hazel,111300,many-to-one correspondence,9899a143-25ff-406d-acdc-7eb31da20d84,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Chest,111300,many-to-one correspondence,872a6f4e-d924-4e8f-8a92-7e4f37c2f4c0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Crans,111300,many-to-one correspondence,637b96d5-1b79-45f5-9bfe-8b9daf520ac9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Stras,111300,many-to-many correspondence,3c55dba1-e940-4e3d-9c2b-3542832e24b9,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Stras,111400,many-to-many correspondence,44530bad-c826-4593-875b-96c386c60357,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Walnd,111300,many-to-one correspondence,71eb8f5a-94e4-49d7-b62f-92a595a94982,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Walnl,111300,many-to-one correspondence,fcb9fbbb-0b2d-4e59-b2b5-624e0ebb41a6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Rasps,111300,many-to-many correspondence,519c2a8c-7e74-4372-8b78-ac0c11be923f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Rasps,111400,many-to-many correspondence,6f4b9569-d7a5-4865-9473-e8f4820ed28c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Gooss,111300,many-to-many correspondence,700e0bbc-4096-4145-a77c-121e5fd45e7f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Gooss,111400,many-to-many correspondence,08c4a4cc-a5e4-4947-b7c4-760732b296ec,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Kiwi,111300,many-to-one correspondence,e0c376d8-901e-4724-903d-bf1756e3d02d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Pists,111300,many-to-one correspondence,e6a066bf-12d5-40f7-8d0c-cd336c8793d4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Haze_shld,111300,many-to-one correspondence,1aa21514-9ba7-456f-9d2b-9f670d11d80f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cashd,111300,many-to-one correspondence,6d86f109-e21a-4c98-819f-d2b4c8127c38,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Almod,111300,many-to-one correspondence,afc93719-90a6-4432-93ae-598b590331ba,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Nutss,111300,many-to-one correspondence,d165d4d9-9c33-43b0-9147-e9298c93fa98,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Brazd,111300,many-to-one correspondence,0fa420d6-8964-4986-bf2e-cc9a210d4075,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cashe,111300,many-to-one correspondence,23aef0b4-32f2-4595-aa94-58ea49df6354,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Currs,111300,many-to-many correspondence,c4c73d51-e2cc-44fa-9af2-e20d42d267bb,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Currs,111400,many-to-many correspondence,f9372fc3-6bfe-406c-8fc3-e88776e94d80,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0126,111300,many-to-one correspondence,9a23c3e4-54eb-4c20-92a8-da427542945b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cocon,111300,many-to-one correspondence,7cdbef97-6f1d-42bf-b813-3e5a3073f13f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cocod,111300,many-to-one correspondence,d39c58ba-997e-429a-8703-d2811c43537b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Olivs,111300,many-to-one correspondence,3273fb69-7370-49ae-9b19-b8548814175a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_palm,111300,many-to-one correspondence,df898a4a-0da9-40b7-af65-278d721eb719,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Teaa,111900,many-to-one correspondence,d894861b-ef2e-42dc-a3d8-4f8a9651e249,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Cocoa,111300,many-to-one correspondence,e4f7f2b0-15f3-4d00-89a3-dfe4d4ad7bf7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Coffn,111300,many-to-many correspondence,da9f6f4b-6f0a-4c2e-bec4-096014071874,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Coffn,111900,many-to-many correspondence,0d9c9197-2978-48f0-86c2-23fde9ba38e3,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Mate,111900,many-to-one correspondence,194888a2-ab07-4947-8bff-23f90689af14,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Kola,111300,many-to-many correspondence,64feb14f-96c3-4f6c-822e-84f46100e207,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_Kola,111900,many-to-many correspondence,71bf6bf4-bb6e-48f6-a60f-41e1378cece5,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
