activitytype_from,activitytype_to,classification_from,classification_to,comment,prefixed_id,skos_uri
D1,38.21,ec_2008_98,nace_rev2,many-to-one correspondence,717d0959-fa95-4346-975e-0a1059b949b7,http://www.w3.org/2004/02/skos/core#broadMatch
D2,39,ec_2008_98,nace_rev2,many-to-one correspondence,6164fb65-6dfd-4b4e-ba94-c63ce772f783,http://www.w3.org/2004/02/skos/core#broadMatch
D3,38.21,ec_2008_98,nace_rev2,many-to-many correspondence,a8b87ff2-df3b-4e36-9853-04b17b95f36b,http://www.w3.org/2004/02/skos/core#relatedMatch
D3,38.22,ec_2008_98,nace_rev2,many-to-many correspondence,4c0906c5-ce22-49f5-9fd7-e244870d2ea8,http://www.w3.org/2004/02/skos/core#relatedMatch
D4,38.21,ec_2008_98,nace_rev2,many-to-many correspondence,474294f8-bbd5-48db-bb96-dcc17a202531,http://www.w3.org/2004/02/skos/core#relatedMatch
D4,38.22,ec_2008_98,nace_rev2,many-to-many correspondence,25a95542-64ea-4ff6-8420-492ca4959d4d,http://www.w3.org/2004/02/skos/core#relatedMatch
D5,38.21,ec_2008_98,nace_rev2,many-to-many correspondence,8d697f34-8234-4a4e-9988-8be77e885c79,http://www.w3.org/2004/02/skos/core#relatedMatch
D5,38.22,ec_2008_98,nace_rev2,many-to-many correspondence,f8a6e36a-7261-4daf-a214-b16f78ef34f9,http://www.w3.org/2004/02/skos/core#relatedMatch
D6,38.21,ec_2008_98,nace_rev2,many-to-one correspondence,501ff884-5194-497c-825e-23d52acec96e,http://www.w3.org/2004/02/skos/core#broadMatch
D7,38.21,ec_2008_98,nace_rev2,many-to-one correspondence,9cae6d97-a68e-43b3-bf52-487025a8dafe,http://www.w3.org/2004/02/skos/core#broadMatch
D8,38.21,ec_2008_98,nace_rev2,many-to-one correspondence,901f99fe-19f1-400b-9ddc-4369e8f6f35d,http://www.w3.org/2004/02/skos/core#broadMatch
D9,38.21,ec_2008_98,nace_rev2,many-to-one correspondence,b006cdcd-92a2-4a41-9f15-4dd321852bb8,http://www.w3.org/2004/02/skos/core#broadMatch
D10,38.21,ec_2008_98,nace_rev2,many-to-many correspondence,118d50e4-033c-4f0a-bd24-a45b16c4e6e7,http://www.w3.org/2004/02/skos/core#relatedMatch
