level,code,name,parent_code,prefixed_id
2,14.11,Quarrying of  ornamental and building stone,14,dfeddf71-5ef0-41af-a304-26180beb525f
2,14.12,"Quarrying of limestone, gypsum and chalk",14,e604a726-0584-42bb-8dc0-5c65f6e27e36
2,14.13,Quarrying of slate,14,3c188e95-89ab-4332-92c0-255fd53137db
2,14.21,Operation of gravel and sand pits,14,8d70bfbe-98f0-491b-8f39-5c3cf547afcb
2,14.22,Mining of clays and kaolin,14,c959df18-6737-4582-8047-6207710092ef
2,14.30,Mining of chemical and fertilizer minerals,14,9b95a935-6c39-4749-9b24-1fb67f8739c4
2,14.40,Production of salt,14,65eaebe9-44b9-468d-a5e9-21e5468d8b2d
2,14.50,Other mining and quarrying n.e.c.,14,21cdb7d6-7b7f-4c8a-bade-9e613519255f
2,15.11,Production and preserving of meat,15,123d2492-f866-4a6d-8ee0-ac8db9cef1b5
2,15.12,Production and preserving of poultrymeat,15,61e04c31-ad29-4a92-a4ef-5f8a8fd3dc30
2,15.13,Production of meat and poultrymeat products,15,c62e6ce9-1d0b-4a45-8506-4489e2b21795
2,15.20,Processing and preserving of fish and fish products,15,c62f477b-aa6b-4276-af06-58ab836f33b5
2,15.31,Processing and preserving of potatoes,15,8f73fe84-aa85-4ee8-b500-e28818e071b1
2,15.32,Manufacture of fruit and vegetable juice,15,c3a8d2db-cab6-4dc8-be71-fc028a7a566a
2,15.33,Processing and preserving of fruit and vegetables n.e.c.,15,81222d35-0b3c-47d8-a1cc-b2494881d6e3
2,15.41,Manufacture of crude oils and fats,15,0790d3f5-9556-4cd4-b70f-d37c5a34447c
2,15.42,Manufacture of refined oils and fats,15,ddcb2f20-47d0-490f-b538-bb4123867527
2,15.43,Manufacture of margarine and similar edible fats,15,08d4c944-4cd6-4e59-937c-32f80641c921
2,15.51,Operation of dairies and cheese making,15,191fe193-45bd-4033-ba25-54a4a448291c
2,15.52,Manufacture of ice cream,15,2dbb113b-cc93-48e8-bd3f-0859eb0b3175
2,15.61,Manufacture of grain mill products,15,011326e5-94c1-44c3-bb72-7d0efa8bdf4f
2,15.62,Manufacture of starches and starch products,15,fb5e6527-84f2-47c9-af8c-5ffd743a79f9
2,15.71,Manufacture of prepared feeds for farm animals,15,15a6c7f9-35f7-4536-bf05-5295083b70fe
2,15.72,Manufacture of prepared pet foods,15,69fba779-553e-432e-9d26-9edc3ea58cdf
2,15.81,Manufacture of bread; manufacture of fresh pastry goods and cakes,15,caa94ca2-976c-481c-8017-69813887ac72
2,15.82,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,15,a8eecaaa-ec27-4431-8713-e44451c434e6
2,15.83,Manufacture of sugar,15,fbd590de-4d9c-4029-a69b-8ff9800fa659
2,15.84,Manufacture of cocoa; chocolate and sugar confectionery,15,9c902e8a-2792-4621-99c1-8005de55ec3b
2,15.85,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",15,3262ffda-d7d0-473c-93e7-01b902fbb79a
2,15.86,Processing of tea and coffee,15,c967b68c-86ea-4e31-b891-e00a79be8db8
2,15.87,Manufacture of condiments and seasonings,15,98b3dc96-40fe-461e-984a-030f48b4e071
2,15.88,Manufacture of homogenised food preparations and dietetic food,15,f761ab0b-a434-4cd5-bea9-041e00f23d5f
2,15.89,Manufacture of other food products n.e.c.,15,42ca9f7d-7c94-4e36-9d4b-f063f2f6d814
2,15.91,Manufacture of distilled potable alcoholic beverages,15,927f5525-f3c0-41a3-9f42-18f417b3fe4e
2,15.92,Production of ethyl alcohol from fermented materials,15,5403835d-5055-443f-af1d-e6dee8d33198
2,15.93,Manufacture of wines,15,57d31c50-9f05-4e2e-a2fb-66ad12a21d2b
2,15.94,Manufacture of cider and other fruit wines,15,c06a709d-4567-4771-8ba2-257ee11b612c
2,15.95,Manufacture of other non-distilled fermented beverages,15,3606d7b7-e9b6-4dff-921c-c41b590e1766
2,15.96,Manufacture of beer,15,bc3e664b-90c1-417d-b268-3b28399bb117
2,15.97,Manufacture of malt,15,2148f983-aab5-446b-8e33-acd2eb775090
2,15.98,Production of mineral waters and soft drinks,15,bb3f5fe1-9401-4d88-aeaf-70a474bc4c09
2,16.00,Manufacture of tobacco products,16,e3078532-f8da-4da7-b954-6b3476be48a5
2,17.11,Preparation and spinning of cotton-type fibres,17,4e8f5857-fa81-480a-837f-fa9eecfb70ee
2,17.12,Preparation and spinning of woollen-type fibres,17,87407fc2-5d32-4ce1-bf7a-64c99e7fd012
2,17.13,Preparation and spinning of worsted-type fibres,17,f9872fc4-4f81-4332-8a8d-07b5d5e5002a
2,17.14,Preparation and spinning of flax-type fibres,17,95d3e6dd-89fe-4250-8ac2-24418c30e517
2,17.15,"Throwing and preparation of silk, including from noils, and throwing and texturing of synthetic or artificial filament yarns",17,661cd0a7-eb0c-4d26-9d6b-8d4e9e810cc2
2,17.16,Manufacture of sewing threads,17,e2d045ca-e995-4ff8-bace-971ecc953317
2,17.17,Preparation and spinning of other textile fibres,17,1b6fc12b-9562-4126-b0b6-e5f0801dcfe2
2,17.21,Cotton-type weaving,17,a60e0018-9d83-419a-a7eb-621118a7c326
2,17.22,Woollen-type weaving,17,eb2f82bd-09d5-4ca9-a23d-0a168b999d6c
2,17.23,Worsted-type weaving,17,e7142e42-8e9f-47d2-8bde-f4a7acc5f7ba
2,17.24,Silk-type weaving,17,8acf9162-42fb-4e0b-951a-e7daca53fe74
2,17.25,Other textile weaving,17,f8e7823e-f7cc-4859-a3f6-2c2cb1d08637
2,17.30,Finishing of textiles,17,550d907a-1cad-44eb-ac1a-c02fbc135cb4
2,17.40,"Manufacture of made-up textile articles, except apparel",17,d7f1fd05-b293-4ab2-8dc5-0f9d0a2597f5
2,17.51,Manufacture of carpets and rugs,17,017904f6-b3f7-4599-a276-f391561feb8c
2,17.52,"Manufacture of cordage, rope, twine and netting",17,a11ed9d5-3bfb-44ce-b261-197ce3a349a6
2,17.53,"Manufacture of non-wovens and articles made from non-wovens, except apparel",17,9ca15623-e8e7-43ba-8d4c-c98aa683f35c
2,17.54,Manufacture of other textiles n.e.c.,17,8ad3804e-2ce1-4d5f-b050-fef00cf2eb93
2,17.60,Manufacture of knitted and crocheted fabrics,17,996a56ed-a42f-4fe9-af3f-bfd5ce89eefa
2,17.71,Manufacture of knitted and crocheted hosiery,17,b5667059-5a03-40ef-b035-d018d0302d0e
2,17.72,"Manufacture of knitted and crocheted pullovers, cardigans and similar articles",17,a12d9de7-e82d-4e36-ac9d-e048396275e8
2,18.10,Manufacture of leather clothes,18,51cd9b49-0029-412c-82ad-92cab3547f94
2,18.21,Manufacture of workwear,18,c79c0d93-ee9d-407a-80e7-45b3fee39134
2,18.22,Manufacture of other outerwear,18,89f56f85-6566-4c40-b793-8855095fe41e
2,18.23,Manufacture of underwear,18,fd55994c-fb07-4015-94ec-cf7954e98e84
2,18.24,Manufacture of other wearing apparel and accessories n.e.c.,18,0895bdac-a725-4e5d-b27c-e0b7c88b17dc
2,18.30,Dressing and dyeing of fur; manufacture of articles of fur,18,2c53e733-002b-4906-b9ab-04459e516e6a
2,19.10,Tanning and dressing of leather,19,7beb8890-70e2-4833-be29-0347d6c1708c
2,19.20,"Manufacture of luggage, handbags and the like, saddlery and harness",19,47aee706-cc1e-42db-a806-677dc44ab0b2
2,19.30,Manufacture of footwear,19,7ab0b9b2-1599-462b-9882-a2f9d470d436
2,20.10,Sawmilling and planing of wood; impregnation of wood,20,17e41232-6d82-4d4a-b298-38243fab56df
2,20.20,"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board, fibre board and other panels and boards",20,42be4b8d-69f0-4a21-9b10-e9648ecbd4df
2,20.30,Manufacture of builders' carpentry and joinery,20,b8f1996d-f7a0-4e14-9499-09fa8d4086b9
2,20.40,Manufacture of wooden containers,20,edf653b7-2e98-49bb-9f60-711cae082d00
2,20.51,Manufacture of other products of wood,20,5523dfa7-25d4-4cb5-b492-dd255dd6dea1
2,20.52,"Manufacture of articles of cork, straw and plaiting materials",20,b4bb176d-07fa-4c40-b130-6e18a8c72661
2,21.11,Manufacture of pulp,21,c533554e-4c54-48f9-8fb6-c294d414706f
2,21.12,Manufacture of paper and paperboard,21,894cf4f7-4b98-420b-91f3-be45d0fb9fde
2,21.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,21,2597d14b-def6-4c12-8087-8660691433b8
2,21.22,Manufacture of household and sanitary goods and of toilet requisites,21,e37c3326-c32d-4db1-b3dc-4cace573c9f6
2,21.23,Manufacture of paper stationery,21,fa94d765-30d7-4cda-8307-458dc0d486ff
2,21.24,Manufacture of wallpaper,21,a5080e5e-6df5-4d1b-9cc0-68778464cede
2,21.25,Manufacture of other articles of paper and paperboard n.e.c.,21,923f8da0-5de2-483f-ae79-d98efe70019d
2,22.11,Publishing of books,22,9db8c4f8-2170-4022-85f0-7ce02644a8c1
2,22.12,Publishing of newspapers,22,ca935d4c-1210-4708-a3e3-e3c5144b89c8
2,22.13,Publishing of journals and periodicals,22,7b9c857a-d275-4729-8c99-e9e9a829e436
2,22.14,Publishing of sound recordings,22,50a0b89e-4206-4569-9cbe-9d852a4df0d7
2,22.15,Other publishing,22,cdfb554a-2991-4dd6-a7f6-3dccd5a2737e
2,22.21,Printing of newspapers,22,db159a08-6b1e-4989-84aa-2da60829ddf3
2,22.22,Printing n.e.c.,22,7a2b5404-7b52-4a5a-bec1-a02c6f9f94a9
2,22.23,Bookbinding,22,be5d1f45-038c-42cb-8b32-7461b8fe45d9
2,22.24,Pre-press activities,22,30cce33c-2019-46a4-a726-db6283a98d96
2,22.25,Ancillary activities related to printing,22,d3e35a8e-31b1-4b21-8a87-fd641eded58f
2,22.31,Reproduction of sound recording,22,3d7cb110-b1ba-44f5-80ec-1084d9c4c55d
2,22.32,Reproduction of video recording,22,223e6ca3-9be7-4a71-8877-c46f9f5dff84
2,22.33,Reproduction of computer media,22,6016f6c3-fd21-4063-9bb2-f387a0e5d3a2
2,23.10,Manufacture of coke oven products,23,fae211cb-c965-456f-a208-c81226a6457d
2,23.20,Manufacture of refined petroleum products,23,94a4cea6-c4f0-4928-abe9-fdca9949de5b
2,23.30,Processing of nuclear fuel,23,2a72eb94-2268-435f-812d-2111d9b98a19
2,24.11,Manufacture of industrial gases,24,17e49977-362e-45de-8519-1619aff9b84b
2,24.12,Manufacture of dyes and pigments,24,007aed5d-18aa-427d-b838-d553a4a11885
2,24.13,Manufacture of other inorganic basic chemicals,24,6be1d23c-1fc9-46b0-87ab-95ce8fcdb57a
2,24.14,Manufacture of other organic basic chemicals,24,f26934f1-d64e-4821-86d8-4cc68942add2
2,24.15,Manufacture of fertilizers and nitrogen compounds,24,dcf185a3-590d-4e63-9c62-393480fb4708
2,24.16,Manufacture of plastics in primary forms,24,b4120a66-348a-49dd-8bc1-d78eb167530c
2,24.17,Manufacture of synthetic rubber in primary forms,24,41f2dcb2-3ce8-413f-8d58-8e175e9d4c62
2,24.20,Manufacture of pesticides and other agro-chemical products,24,a5648656-58c4-482f-b21a-f86e733cad4d
2,24.30,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",24,3cc32f86-c0d9-49c1-8c87-234c5978869a
2,24.41,Manufacture of basic pharmaceutical products,24,40d1b06e-6550-4eec-b390-d97daa0f5133
2,24.42,Manufacture of pharmaceutical preparations,24,ccb570c4-5567-442d-8cb0-e50386019dfe
2,24.51,"Manufacture of soap and detergents, cleaning and polishing preparations",24,0082750b-b321-47a9-8bdc-d58a31ca4c33
2,24.52,Manufacture of perfumes and toilet preparations,24,d9fe0cd7-d1c8-4db6-a843-07b62f5faf3c
2,24.61,Manufacture of explosives,24,ff48397b-c71a-437f-9107-48db777f258c
2,24.62,Manufacture of glues and gelatines,24,f1a8ce92-cc9e-4b67-ab69-b3d4526bca3b
2,24.63,Manufacture of essential oils,24,09356078-4a51-4d4a-87bf-b66a2dbdfb00
2,24.64,Manufacture of photographic chemical material,24,a8c417c5-422a-47bc-9c87-dc9c4a5037a7
2,24.65,Manufacture of prepared unrecorded media,24,20f3482a-0ad6-4585-9c68-99313929a610
2,24.66,Manufacture of other chemical products n.e.c.,24,45c047ce-4fc3-485d-bc02-0e294149d330
2,24.70,Manufacture of man-made fibres,24,ba5844cb-8a1c-4db6-b1a3-5678b4777a48
2,25.11,Manufacture of rubber tyres and tubes,25,e638fd8b-892b-438d-bfdd-7f4a0753125a
2,25.12,Retreading and rebuilding of rubber tyres,25,0b68a766-5f69-44a3-bcde-5c9fce987623
2,25.13,Manufacture of other rubber products,25,294c926e-72ff-414a-a8a5-a6c1b1c9bb78
2,25.21,"Manufacture of plastic plates, sheets, tubes and profiles",25,b0063e38-fdd6-4a3a-a10d-4a5417a943b6
2,25.22,Manufacture of plastic packing goods,25,3f6c3e24-ac8d-4039-85bd-b930eb9a7194
2,25.23,Manufacture of builders' ware of plastic,25,7f1821a0-7914-4a1e-bbb6-17675fb083e1
2,25.24,Manufacture of other plastic products,25,d1b1b715-35e9-4825-8d71-7ceb49ae4b6e
2,26.11,Manufacture of flat glass,26,cec40c4c-c949-4781-a78c-acbcb44ef844
2,26.12,Shaping and processing of flat glass,26,62b4daa8-4ce9-401c-9670-c11190292a2a
2,26.13,Manufacture of hollow glass,26,16ee1b0f-c069-42bc-8a25-b9049cbf5bdb
2,26.14,Manufacture of glass fibres,26,39cf2336-bbd0-4bfd-a4f1-08cb2d2821d2
2,26.15,"Manufacture and processing of other glass, including technical glassware",26,699c9f49-0052-4783-b88b-9f166ba713cd
2,26.21,Manufacture of ceramic household and ornamental articles,26,0a7344c9-591a-4831-a4de-7f174f35761b
2,26.22,Manufacture of ceramic sanitary fixtures,26,66ba6d59-17d5-4dff-a489-6b43e28e50fa
2,26.23,Manufacture of ceramic insulators and insulating fittings,26,e9c68516-d8f9-425a-919d-d5bb037c269a
2,26.24,Manufacture of other technical ceramic products,26,b025f529-6030-42d4-b6c3-20950ccaad51
2,26.25,Manufacture of other ceramic products,26,8996a52c-7ade-4588-ba57-90554b4ed461
2,26.26,Manufacture of refractory ceramic products,26,ec503d4e-5369-403c-a443-b55c63c370dc
2,26.30,Manufacture of ceramic tiles and flags,26,90d6f69a-8f32-41f8-9f28-a32b632c89c2
2,26.40,"Manufacture of bricks, tiles and construction products, in baked clay",26,93b460af-3174-4543-906d-44a14f6e1d52
2,26.51,Manufacture of cement,26,3a6fb4ae-6003-4945-999b-f09a4e16129d
2,26.52,Manufacture of lime,26,e6c47a8f-284c-432f-90bd-3378b1724d51
2,26.53,Manufacture of plaster,26,91088e94-4823-4a89-8bcc-17b4e8083f23
2,26.61,Manufacture of concrete products for construction purposes,26,cb65ef6a-966d-4d3f-a085-4557d1ce057c
2,26.62,Manufacture of plaster products for construction purposes,26,9014a816-132c-4a4a-b4e2-34d60f7fbda5
2,26.63,Manufacture of ready-mixed concrete,26,f6e9e1e6-eeb6-48f1-a3cb-41ce6ae755d1
2,26.64,Manufacture of mortars,26,d1a6db78-e2f7-4671-a28c-a65348224405
2,26.65,Manufacture of fibre cement,26,e34419c9-a996-43bb-a153-825e6796c692
2,26.66,"Manufacture of other articles of concrete, plaster and cement",26,7dbdb0f7-03a9-493c-a25b-67b08a3a1f4a
2,26.70,"Cutting, shaping and finishing of ornamental and building stone",26,70b93b1b-9a11-494e-9577-aff6af533c6e
2,26.81,Production of abrasive products,26,27d01ab2-d6a4-4c13-9344-29520ee35ce6
2,26.82,Manufacture of other non-metallic mineral products n.e.c.,26,18784dbd-379a-4dd4-8e6b-505ec88ecd56
2,27.10,Manufacture of basic iron and steel and of ferro-alloys,27,4c05f704-dfc2-427a-b146-e5e57d09957b
2,27.21,Manufacture of cast iron tubes,27,27efe2ab-c264-4026-b8c7-334ea249e2fb
2,27.22,Manufacture of steel tubes,27,431033f2-b804-4c9b-8c2b-2840ac1344e3
2,27.31,Cold drawing,27,2f827873-daaf-4ff5-bdc1-634fd852b89c
2,27.32,Cold rolling of narrow strip,27,d372289a-252e-49f7-8a6f-6cc177f6460d
2,27.33,Cold forming or folding,27,878305a6-5a73-4b7a-9c7f-5b542b3ea8ce
2,27.34,Wire drawing,27,f8c54b49-beb9-48d7-bf8d-9143cd4ac0e9
2,27.41,Precious metals production,27,72b3ad0a-a343-4694-9a2a-195f4934d63c
2,27.42,Aluminium production,27,3f535efb-d511-4f1e-8048-dd870590a53a
2,27.43,"Lead, zinc and tin production",27,81a2c493-e4b1-458c-8b97-71dd27bc4df1
2,27.44,Copper production,27,68760f67-5ae8-444a-b61e-343ea03baf13
2,27.45,Other non-ferrous metal production,27,cf549bd5-cddf-44a7-8969-47c6e5587600
2,27.51,Casting of iron,27,5137cf6a-6721-44f4-acbc-1623225ee504
2,27.52,Casting of steel,27,9b5dd697-651d-4b7b-ae56-8335b95f89be
2,27.53,Casting of light metals,27,74a00095-06ce-472b-ae88-74735bfb8e0c
2,27.54,Casting of other non-ferrous metals,27,39185722-045f-4d30-929d-67104f37f265
2,28.00,"Manufacture of fabricated metal products, except machinery and equipment",28,af1daa80-d6a5-4a28-9b1a-5e05871a93b1
2,28.11,Manufacture of metal structures and parts of structures,28,5cd5b863-e63e-4ef6-810a-9690c4c93db5
2,28.12,Manufacture of builders' carpentry and joinery of metal,28,271969cc-12c8-4f1e-a2da-7c2c301d286b
2,28.21,"Manufacture of tanks, reservoirs and containers of metal",28,9c278042-e5b4-4651-9aee-dc84fb56d739
2,28.22,Manufacture of central heating radiators and boilers,28,f8a4b912-4ff2-4f19-969e-7661c533e8be
2,28.30,"Manufacture of steam generators, except central heating hot water boilers",28,23ee6a65-5307-4260-a0ce-5dc4a792a7e6
2,28.40,"Forging, pressing, stamping and roll forming of metal; powder metallurgy",28,00b189c7-6e96-4f92-be6e-e2850bb54388
2,28.51,Treatment and coating of metals,28,ee3cae59-008a-42e2-8c81-6cb18c55dd4c
2,28.52,General mechanical engineering,28,ff9f41e7-2e2b-40b6-a08d-208bdb90db8f
2,28.61,Manufacture of cutlery,28,9c61d5a9-975d-47db-bf60-ae84645802f5
2,28.62,Manufacture of tools,28,a19fc130-41ac-42d0-a7c6-e839da921fb7
2,28.63,Manufacture of locks and hinges,28,d90ce1ae-8682-47b4-8689-8b601cb0df7b
2,28.71,Manufacture of steel drums and similar containers,28,ae9e5bad-36f3-4166-98c1-b3946e11e72d
2,28.72,Manufacture of light metal packaging,28,09432fe5-5080-4d6d-8a8b-307c0a83b774
2,28.73,Manufacture of wire products,28,27740b3f-3e14-4949-81cc-84415e3a3668
2,28.74,"Manufacture of fasteners, screw machine products, chain and springs",28,1d575a72-bba3-457d-b440-886760839a1b
2,28.75,Manufacture of other fabricated metal products n.e.c.,28,2199e19c-3540-4ace-b404-b1cb6ba2b1a3
2,29.00,Manufacture of machinery and equipment n.e.c.,29,3a79b5fe-c106-4773-9105-236bf0add09f
2,29.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",29,499b4d9d-6d7c-4078-a29b-50a043eea251
2,29.12,Manufacture of pumps and compressors,29,02fdf884-e376-494e-8301-87ffc130d7ff
2,29.13,Manufacture of taps and valves,29,0e0e35c0-f762-4bca-a0c1-f670da152453
