location_from,location_to,classification_from,classification_to,comment,prefixed_id,skos_uri
056,BE,baci,iso_3166_1,many-to-one correspondence,37ffd6f2-1b0d-44e6-810e-f76c2fae7584,http://www.w3.org/2004/02/skos/core#broadMatch
058,BE,baci,iso_3166_1,many-to-one correspondence,0fc36621-a90c-44cb-b4b7-c359cee6b0e1,http://www.w3.org/2004/02/skos/core#broadMatch
060,BM,baci,iso_3166_1,one-to-one correspondence,bc5eb81d-b803-4351-a7ec-48693e11ab10,http://www.w3.org/2004/02/skos/core#exactMatch
064,BT,baci,iso_3166_1,one-to-one correspondence,6dbe25aa-0b54-4cf9-8f0d-dae3aa26c387,http://www.w3.org/2004/02/skos/core#exactMatch
068,BO,baci,iso_3166_1,one-to-one correspondence,5932e9c7-5e8e-4767-9d6d-0a87f47f0740,http://www.w3.org/2004/02/skos/core#exactMatch
070,BA,baci,iso_3166_1,one-to-one correspondence,95cf427d-4937-415e-837c-ca82db43ba4e,http://www.w3.org/2004/02/skos/core#exactMatch
072,BW,baci,iso_3166_1,one-to-one correspondence,e98cea7b-5d28-49aa-a655-418d1cf3aba8,http://www.w3.org/2004/02/skos/core#exactMatch
076,BR,baci,iso_3166_1,one-to-one correspondence,b3da89ac-0fc5-46a7-909c-6d271120e3f4,http://www.w3.org/2004/02/skos/core#exactMatch
084,BZ,baci,iso_3166_1,one-to-one correspondence,e4cd8f6e-978f-4def-89a9-e0bfd5cbdd84,http://www.w3.org/2004/02/skos/core#exactMatch
086,IO,baci,iso_3166_1,one-to-one correspondence,9e9632b7-3ef6-4fa1-b413-d582931eb46f,http://www.w3.org/2004/02/skos/core#exactMatch
090,SB,baci,iso_3166_1,one-to-one correspondence,65b5dadb-5894-4ca2-a825-3067b5be9755,http://www.w3.org/2004/02/skos/core#exactMatch
092,VG,baci,iso_3166_1,one-to-one correspondence,37076e22-937a-4983-a565-1cd333805cbf,http://www.w3.org/2004/02/skos/core#exactMatch
096,BN,baci,iso_3166_1,one-to-one correspondence,de43f03d-562e-4b8f-bb9a-da44fec0bf3d,http://www.w3.org/2004/02/skos/core#exactMatch
100,BG,baci,iso_3166_1,one-to-one correspondence,cc278649-05da-46f6-8806-2e7d541e7ebd,http://www.w3.org/2004/02/skos/core#exactMatch
104,MM,baci,iso_3166_1,one-to-one correspondence,e3770f41-2ade-43b8-90c0-42d971487dcd,http://www.w3.org/2004/02/skos/core#exactMatch
108,BI,baci,iso_3166_1,one-to-one correspondence,5e52beed-0b7e-43ec-b3ad-1e3285ab81e0,http://www.w3.org/2004/02/skos/core#exactMatch
112,BY,baci,iso_3166_1,one-to-one correspondence,caa16442-dbd1-439c-8c9e-fdde04da09e2,http://www.w3.org/2004/02/skos/core#exactMatch
116,KH,baci,iso_3166_1,one-to-one correspondence,15a09128-0d50-4598-a5b5-2bd6f67b3ab0,http://www.w3.org/2004/02/skos/core#exactMatch
120,CM,baci,iso_3166_1,one-to-one correspondence,a9152abd-83a1-4e6a-99c9-c4708e9c7096,http://www.w3.org/2004/02/skos/core#exactMatch
124,CA,baci,iso_3166_1,one-to-one correspondence,c6a9a6dc-e9cc-4d7e-a8b6-a65e80061e17,http://www.w3.org/2004/02/skos/core#exactMatch
132,CV,baci,iso_3166_1,one-to-one correspondence,efa604dd-b06c-4b84-9ddb-0a6b5fba5269,http://www.w3.org/2004/02/skos/core#exactMatch
136,KY,baci,iso_3166_1,one-to-one correspondence,fafdf178-9110-47bd-ac3c-a1c8b80a0097,http://www.w3.org/2004/02/skos/core#exactMatch
140,CF,baci,iso_3166_1,one-to-one correspondence,4959f506-8197-485f-8dff-d72bd75e3bc9,http://www.w3.org/2004/02/skos/core#exactMatch
144,LK,baci,iso_3166_1,one-to-one correspondence,fb4147b9-dc0f-46d5-8d12-9cf253d39250,http://www.w3.org/2004/02/skos/core#exactMatch
148,TD,baci,iso_3166_1,one-to-one correspondence,95b7587c-20e1-40e7-a7a4-0a0fd7f95184,http://www.w3.org/2004/02/skos/core#exactMatch
152,CL,baci,iso_3166_1,one-to-one correspondence,dd20cd71-792d-4852-89ae-15f7c278155f,http://www.w3.org/2004/02/skos/core#exactMatch
156,CN,baci,iso_3166_1,one-to-one correspondence,2999d1b7-9d95-4ade-9236-64269bfbc2c3,http://www.w3.org/2004/02/skos/core#exactMatch
162,CX,baci,iso_3166_1,one-to-one correspondence,a1a6a1d4-51b1-45ce-92ff-273f0d5d6dad,http://www.w3.org/2004/02/skos/core#exactMatch
166,CC,baci,iso_3166_1,one-to-one correspondence,77d5a072-37e8-4121-a96d-923006488e3a,http://www.w3.org/2004/02/skos/core#exactMatch
170,CO,baci,iso_3166_1,one-to-one correspondence,45e6af12-6c18-4218-a0b2-36c039959484,http://www.w3.org/2004/02/skos/core#exactMatch
174,KM,baci,iso_3166_1,one-to-one correspondence,9a82d25b-e1e7-4488-b02f-b6d83ee6bf5b,http://www.w3.org/2004/02/skos/core#exactMatch
175,YT,baci,iso_3166_1,one-to-one correspondence,8249748c-24ad-4397-8a4c-6a51f939e86c,http://www.w3.org/2004/02/skos/core#exactMatch
178,CG,baci,iso_3166_1,one-to-one correspondence,a97bc1ce-7eab-4644-8adf-33d0554d5c72,http://www.w3.org/2004/02/skos/core#exactMatch
180,CD,baci,iso_3166_1,one-to-one correspondence,075efb48-34d8-415f-b5db-20d4d67d0ec9,http://www.w3.org/2004/02/skos/core#exactMatch
184,CK,baci,iso_3166_1,one-to-one correspondence,1427293a-c2da-45a8-862b-e5664472f6d2,http://www.w3.org/2004/02/skos/core#exactMatch
188,CR,baci,iso_3166_1,one-to-one correspondence,38e4bf45-c444-4cb6-8bef-4f0e719ca156,http://www.w3.org/2004/02/skos/core#exactMatch
191,HR,baci,iso_3166_1,one-to-one correspondence,d3a620a2-e628-4225-a122-979700411a60,http://www.w3.org/2004/02/skos/core#exactMatch
192,CU,baci,iso_3166_1,one-to-one correspondence,29ae31ee-f798-4999-810d-b481202af10b,http://www.w3.org/2004/02/skos/core#exactMatch
196,CY,baci,iso_3166_1,one-to-one correspondence,8b71569f-99fa-43d3-9238-4fa99649a500,http://www.w3.org/2004/02/skos/core#exactMatch
200,CS,baci,iso_3166_1,many-to-one correspondence,319965a7-8a21-4fe0-96c7-3a19b80b4132,http://www.w3.org/2004/02/skos/core#broadMatch
203,CZ,baci,iso_3166_1,one-to-one correspondence,ccbe9faf-cfd5-4e3c-a2c0-cd57de9fce4b,http://www.w3.org/2004/02/skos/core#exactMatch
204,BJ,baci,iso_3166_1,one-to-one correspondence,88bd991b-9288-4d2d-bb77-b5056dd0e41d,http://www.w3.org/2004/02/skos/core#exactMatch
208,DK,baci,iso_3166_1,one-to-one correspondence,2a1c1fc2-0686-4876-aeba-ed759109821f,http://www.w3.org/2004/02/skos/core#exactMatch
212,DM,baci,iso_3166_1,one-to-one correspondence,9fa1e461-28a6-4f06-94cd-582b223dad78,http://www.w3.org/2004/02/skos/core#exactMatch
214,DO,baci,iso_3166_1,one-to-one correspondence,f88519dc-00bf-4ef0-ab57-b264105d3023,http://www.w3.org/2004/02/skos/core#exactMatch
218,EC,baci,iso_3166_1,one-to-one correspondence,c2e484ff-4486-4151-8160-5d0aa723653a,http://www.w3.org/2004/02/skos/core#exactMatch
222,SV,baci,iso_3166_1,one-to-one correspondence,fe448f6e-0a66-4e1e-93a0-aadc643cbbbb,http://www.w3.org/2004/02/skos/core#exactMatch
226,GQ,baci,iso_3166_1,one-to-one correspondence,8cd3b9d8-62d1-452a-ae94-9a6370306c72,http://www.w3.org/2004/02/skos/core#exactMatch
231,ET,baci,iso_3166_1,one-to-one correspondence,7108e8fc-721f-4133-90a4-d9aae04c68f7,http://www.w3.org/2004/02/skos/core#exactMatch
232,ER,baci,iso_3166_1,one-to-one correspondence,9a44f79f-633a-466e-bfc6-0133752b752f,http://www.w3.org/2004/02/skos/core#exactMatch
233,EE,baci,iso_3166_1,one-to-one correspondence,3738e0f3-916e-4a4e-b950-2a6a36a5f3b9,http://www.w3.org/2004/02/skos/core#exactMatch
238,FK,baci,iso_3166_1,one-to-one correspondence,e44cd866-756d-4c97-a730-20484b24d972,http://www.w3.org/2004/02/skos/core#exactMatch
242,FJ,baci,iso_3166_1,one-to-one correspondence,2347cce2-0d11-4fb3-8054-7dbfe2748fcb,http://www.w3.org/2004/02/skos/core#exactMatch
246,FI,baci,iso_3166_1,one-to-one correspondence,a7dceb73-7b37-41f5-9cde-0bdfdea1fa3a,http://www.w3.org/2004/02/skos/core#exactMatch
251,FR,baci,iso_3166_1,one-to-one correspondence,cd784384-55fe-4c2c-b954-4c0819deb079,http://www.w3.org/2004/02/skos/core#exactMatch
258,PF,baci,iso_3166_1,one-to-one correspondence,d5bb2f4c-f138-4777-a3f3-e55fe81dbafa,http://www.w3.org/2004/02/skos/core#exactMatch
260,TF,baci,iso_3166_1,one-to-one correspondence,e3db6b0e-b8b4-4b14-acbc-0ebd0a18f193,http://www.w3.org/2004/02/skos/core#exactMatch
262,DJ,baci,iso_3166_1,one-to-one correspondence,10d83e7d-d95d-4ff1-95c8-dc801bedc7d3,http://www.w3.org/2004/02/skos/core#exactMatch
266,GA,baci,iso_3166_1,one-to-one correspondence,8badcd87-3ed1-478e-bb36-fe42cf1125f0,http://www.w3.org/2004/02/skos/core#exactMatch
268,GE,baci,iso_3166_1,one-to-one correspondence,959a4168-737e-473e-b2a2-af2e7bab8530,http://www.w3.org/2004/02/skos/core#exactMatch
270,GM,baci,iso_3166_1,one-to-one correspondence,8cce0fab-df7f-4f39-abe0-626fc546b0d7,http://www.w3.org/2004/02/skos/core#exactMatch
275,PS,baci,iso_3166_1,one-to-one correspondence,8e1cf02e-e15e-4a7a-af52-2dc30ab39913,http://www.w3.org/2004/02/skos/core#exactMatch
276,DE,baci,iso_3166_1,many-to-one correspondence,b3d0436c-96b0-4a10-96e0-b3c5e318240e,http://www.w3.org/2004/02/skos/core#broadMatch
278,DD,baci,iso_3166_1,one-to-one correspondence,f5b6d6b7-58c8-4237-a07f-8ac70f6491f7,http://www.w3.org/2004/02/skos/core#exactMatch
280,DE,baci,iso_3166_1,many-to-one correspondence,433602f0-1ec4-4f09-92bb-202afb5c8079,http://www.w3.org/2004/02/skos/core#broadMatch
288,GH,baci,iso_3166_1,one-to-one correspondence,a65fd264-6fbd-48b1-a967-0e1bf43fdc44,http://www.w3.org/2004/02/skos/core#exactMatch
292,GI,baci,iso_3166_1,one-to-one correspondence,1007d2b2-da6b-433a-9269-049a9cb26033,http://www.w3.org/2004/02/skos/core#exactMatch
296,KI,baci,iso_3166_1,one-to-one correspondence,02c83a0d-3805-4b14-8a8b-f494ba4d2c71,http://www.w3.org/2004/02/skos/core#exactMatch
300,GR,baci,iso_3166_1,one-to-one correspondence,b7190249-5e0c-4319-946c-f00681576958,http://www.w3.org/2004/02/skos/core#exactMatch
304,GL,baci,iso_3166_1,one-to-one correspondence,d56a6c6d-eb32-4088-8769-3f369886b480,http://www.w3.org/2004/02/skos/core#exactMatch
308,GD,baci,iso_3166_1,one-to-one correspondence,290f4c3c-df27-44b5-9f30-19022a9147cd,http://www.w3.org/2004/02/skos/core#exactMatch
316,GU,baci,iso_3166_1,one-to-one correspondence,6f658ff7-2a9b-4658-a300-e6bbc4fa00db,http://www.w3.org/2004/02/skos/core#exactMatch
320,GT,baci,iso_3166_1,one-to-one correspondence,f55525a2-da75-43d8-a44b-a14f08ae4916,http://www.w3.org/2004/02/skos/core#exactMatch
324,GN,baci,iso_3166_1,one-to-one correspondence,04586c00-9fdd-4b14-9ffa-2642fd69518f,http://www.w3.org/2004/02/skos/core#exactMatch
328,GY,baci,iso_3166_1,one-to-one correspondence,f98fb436-5ddd-4db3-9ff9-2ca22ce457e2,http://www.w3.org/2004/02/skos/core#exactMatch
332,HT,baci,iso_3166_1,one-to-one correspondence,53124005-bc26-45e4-a29e-0cbe8555f490,http://www.w3.org/2004/02/skos/core#exactMatch
340,HN,baci,iso_3166_1,one-to-one correspondence,79ae6549-4fc0-45db-8066-77fd91f1b0bb,http://www.w3.org/2004/02/skos/core#exactMatch
344,HK,baci,iso_3166_1,one-to-one correspondence,d20739d7-1f37-4ae2-a9ae-d0df1910b3b0,http://www.w3.org/2004/02/skos/core#exactMatch
348,HU,baci,iso_3166_1,one-to-one correspondence,1eb19165-3829-4926-9d3e-35b96f6c584a,http://www.w3.org/2004/02/skos/core#exactMatch
352,IS,baci,iso_3166_1,one-to-one correspondence,6ad9da76-ab55-4816-9613-5806c9783306,http://www.w3.org/2004/02/skos/core#exactMatch
360,ID,baci,iso_3166_1,one-to-one correspondence,ff2c934f-7ec4-4775-bcfb-0fb94561fe83,http://www.w3.org/2004/02/skos/core#exactMatch
364,IR,baci,iso_3166_1,one-to-one correspondence,a1a88565-f533-44c0-aa0a-0d0b3f9c2fcc,http://www.w3.org/2004/02/skos/core#exactMatch
368,IQ,baci,iso_3166_1,one-to-one correspondence,6f60ca16-2b47-451f-8ccd-4693f961a88b,http://www.w3.org/2004/02/skos/core#exactMatch
372,IE,baci,iso_3166_1,one-to-one correspondence,5df51c61-6675-4bf8-8a6d-a7b31f079d9d,http://www.w3.org/2004/02/skos/core#exactMatch
376,IL,baci,iso_3166_1,one-to-one correspondence,7c5469e9-6fa7-4cda-97ed-fd6603c7c51f,http://www.w3.org/2004/02/skos/core#exactMatch
380,IT,baci,iso_3166_1,one-to-one correspondence,395867f1-03ca-4604-8922-03ea0af52467,http://www.w3.org/2004/02/skos/core#exactMatch
384,CI,baci,iso_3166_1,one-to-one correspondence,5bc6130f-eef7-402e-8109-d3d3a0830b71,http://www.w3.org/2004/02/skos/core#exactMatch
388,JM,baci,iso_3166_1,one-to-one correspondence,ed42a693-3efc-42b6-9f5f-19252166ffcb,http://www.w3.org/2004/02/skos/core#exactMatch
392,JP,baci,iso_3166_1,one-to-one correspondence,c0c1f3c6-ef35-4644-b3f5-f6bb0d61b390,http://www.w3.org/2004/02/skos/core#exactMatch
398,KZ,baci,iso_3166_1,one-to-one correspondence,8f8f793e-45c8-470a-8ec9-80c94fc98510,http://www.w3.org/2004/02/skos/core#exactMatch
400,JO,baci,iso_3166_1,one-to-one correspondence,39e0dbaa-ed90-4563-8088-8d07960c969f,http://www.w3.org/2004/02/skos/core#exactMatch
404,KE,baci,iso_3166_1,one-to-one correspondence,a6115f5f-799d-4bc4-86db-c160bf0c066f,http://www.w3.org/2004/02/skos/core#exactMatch
408,KP,baci,iso_3166_1,one-to-one correspondence,30c2ee74-2d24-428c-8664-9d9495d8b64c,http://www.w3.org/2004/02/skos/core#exactMatch
410,KR,baci,iso_3166_1,one-to-one correspondence,f2a4e96e-88a6-4d7f-a343-202fa28cefe1,http://www.w3.org/2004/02/skos/core#exactMatch
414,KW,baci,iso_3166_1,one-to-one correspondence,48102d28-c7f2-4a3e-8edd-328aefe6b8f1,http://www.w3.org/2004/02/skos/core#exactMatch
417,KG,baci,iso_3166_1,one-to-one correspondence,5684864e-0f2e-46e4-aff9-6e45c8d1d0ca,http://www.w3.org/2004/02/skos/core#exactMatch
418,LA,baci,iso_3166_1,one-to-one correspondence,6e0b5ac6-719c-4bd2-ac30-8d34a04338ae,http://www.w3.org/2004/02/skos/core#exactMatch
422,LB,baci,iso_3166_1,one-to-one correspondence,f95e08c9-eb48-492a-a073-485ea8bdb83c,http://www.w3.org/2004/02/skos/core#exactMatch
426,LS,baci,iso_3166_1,one-to-one correspondence,c53266f9-1468-4484-ad8c-04ae7e53388e,http://www.w3.org/2004/02/skos/core#exactMatch
428,LV,baci,iso_3166_1,one-to-one correspondence,a38c7f30-cfb4-4d23-a33c-c270b5a8aec8,http://www.w3.org/2004/02/skos/core#exactMatch
430,LR,baci,iso_3166_1,one-to-one correspondence,b1627002-4442-4e53-be17-aacd860550cd,http://www.w3.org/2004/02/skos/core#exactMatch
434,LY,baci,iso_3166_1,one-to-one correspondence,5a368969-f34e-4b3c-ae78-11286ba62083,http://www.w3.org/2004/02/skos/core#exactMatch
440,LT,baci,iso_3166_1,one-to-one correspondence,ebaf846d-bcc4-4847-a8ee-ee9c22761be3,http://www.w3.org/2004/02/skos/core#exactMatch
442,LU,baci,iso_3166_1,one-to-one correspondence,02350964-724a-419f-833a-92503c41043e,http://www.w3.org/2004/02/skos/core#exactMatch
446,MO,baci,iso_3166_1,one-to-one correspondence,4bcf0def-eaa1-4f54-b40b-cd3820baf086,http://www.w3.org/2004/02/skos/core#exactMatch
450,MG,baci,iso_3166_1,one-to-one correspondence,59ca76a4-0147-454b-9b53-c5549c4e8245,http://www.w3.org/2004/02/skos/core#exactMatch
454,MW,baci,iso_3166_1,one-to-one correspondence,15929ef9-0cd2-421a-acd9-acd1e21afc32,http://www.w3.org/2004/02/skos/core#exactMatch
458,MY,baci,iso_3166_1,one-to-one correspondence,64f23b65-f980-4ed2-84e6-221c9af153c5,http://www.w3.org/2004/02/skos/core#exactMatch
462,MV,baci,iso_3166_1,one-to-one correspondence,e7e984a7-2013-4e36-aa6c-5f9d85baabe5,http://www.w3.org/2004/02/skos/core#exactMatch
466,ML,baci,iso_3166_1,one-to-one correspondence,99784497-a31d-488f-83e1-e97dbd968044,http://www.w3.org/2004/02/skos/core#exactMatch
470,MT,baci,iso_3166_1,one-to-one correspondence,ca4d30ea-0313-4f62-84af-ed360184de7c,http://www.w3.org/2004/02/skos/core#exactMatch
478,MR,baci,iso_3166_1,one-to-one correspondence,a55c4687-ca7d-4f44-9ca1-f8569904410e,http://www.w3.org/2004/02/skos/core#exactMatch
480,MU,baci,iso_3166_1,one-to-one correspondence,b403e921-91a2-4b2d-ba82-797ce7803329,http://www.w3.org/2004/02/skos/core#exactMatch
484,MX,baci,iso_3166_1,one-to-one correspondence,9ad11b23-ea17-4bbf-9e45-e040eb326b73,http://www.w3.org/2004/02/skos/core#exactMatch
496,MN,baci,iso_3166_1,one-to-one correspondence,823724d8-0252-4bf7-b20e-ec7c42e0aef8,http://www.w3.org/2004/02/skos/core#exactMatch
498,MD,baci,iso_3166_1,one-to-one correspondence,af5ded28-fd8a-4ddf-9f01-32271db2fdcb,http://www.w3.org/2004/02/skos/core#exactMatch
499,ME,baci,iso_3166_1,one-to-one correspondence,5be17590-d2d0-4d27-b92c-56afc856e2d8,http://www.w3.org/2004/02/skos/core#exactMatch
500,MS,baci,iso_3166_1,one-to-one correspondence,2a91baab-57b1-424e-b835-a3a59ea220d5,http://www.w3.org/2004/02/skos/core#exactMatch
504,MA,baci,iso_3166_1,one-to-one correspondence,cf0091aa-4115-465f-a066-2c876c6438ab,http://www.w3.org/2004/02/skos/core#exactMatch
508,MZ,baci,iso_3166_1,one-to-one correspondence,2c021616-5e6a-4eb1-9639-8b1e47d80b94,http://www.w3.org/2004/02/skos/core#exactMatch
512,OM,baci,iso_3166_1,one-to-one correspondence,9575bd91-ddbc-4b21-b141-f4399d97d31d,http://www.w3.org/2004/02/skos/core#exactMatch
516,NA,baci,iso_3166_1,one-to-one correspondence,4bcc0486-3164-44d5-82d4-f627a24cf30a,http://www.w3.org/2004/02/skos/core#exactMatch
520,NR,baci,iso_3166_1,one-to-one correspondence,ce83a0d7-7173-4a5a-9ec9-576261401992,http://www.w3.org/2004/02/skos/core#exactMatch
524,NP,baci,iso_3166_1,one-to-one correspondence,7c533bba-79a3-44fd-a123-7fb62bf1c3b9,http://www.w3.org/2004/02/skos/core#exactMatch
528,NL,baci,iso_3166_1,one-to-one correspondence,4aa53a69-0511-45a9-9272-b6c38c02d1aa,http://www.w3.org/2004/02/skos/core#exactMatch
530,AN,baci,iso_3166_1,one-to-one correspondence,b40204a6-1474-46f7-bb5e-2c6b6fd095db,http://www.w3.org/2004/02/skos/core#exactMatch
531,CW,baci,iso_3166_1,one-to-one correspondence,56c58b47-f1fb-4de3-949e-408af619c2b9,http://www.w3.org/2004/02/skos/core#exactMatch
533,AW,baci,iso_3166_1,one-to-one correspondence,59c33ccb-3675-4031-a381-9bf2e5921936,http://www.w3.org/2004/02/skos/core#exactMatch
534,SX,baci,iso_3166_1,one-to-one correspondence,ba755ab9-ea8e-423b-abaf-e159177372f9,http://www.w3.org/2004/02/skos/core#exactMatch
535,BQ,baci,iso_3166_1,one-to-one correspondence,1ffd2210-9bf8-466b-87cb-b3662e9995b4,http://www.w3.org/2004/02/skos/core#exactMatch
540,NC,baci,iso_3166_1,one-to-one correspondence,88caa9af-5780-4bf5-a07b-8ec543fcb017,http://www.w3.org/2004/02/skos/core#exactMatch
548,VU,baci,iso_3166_1,one-to-one correspondence,1fb10320-e9d1-404c-823d-08fe30e9978c,http://www.w3.org/2004/02/skos/core#exactMatch
554,NZ,baci,iso_3166_1,one-to-one correspondence,a532c17d-b4e9-4e07-95d9-956e49213cfd,http://www.w3.org/2004/02/skos/core#exactMatch
558,NI,baci,iso_3166_1,one-to-one correspondence,9c9659e6-2efd-490c-9bbd-43bd722a5358,http://www.w3.org/2004/02/skos/core#exactMatch
562,NE,baci,iso_3166_1,one-to-one correspondence,9b872110-52d7-4111-b1ea-bd1fc7d7a7b5,http://www.w3.org/2004/02/skos/core#exactMatch
566,NG,baci,iso_3166_1,one-to-one correspondence,c1b648fa-6c05-4ebd-8723-3c7cc6e4c939,http://www.w3.org/2004/02/skos/core#exactMatch
570,NU,baci,iso_3166_1,one-to-one correspondence,39c5eeab-181b-47a8-8974-d86b4e3503e8,http://www.w3.org/2004/02/skos/core#exactMatch
574,NF,baci,iso_3166_1,one-to-one correspondence,60a4b2be-e2f0-4ab8-b6b9-e23953516897,http://www.w3.org/2004/02/skos/core#exactMatch
579,NO,baci,iso_3166_1,one-to-one correspondence,f9f00f08-499a-46e3-896e-22c5adafddc2,http://www.w3.org/2004/02/skos/core#exactMatch
580,MP,baci,iso_3166_1,one-to-one correspondence,2672b02d-fd87-45bd-ac29-29962434f831,http://www.w3.org/2004/02/skos/core#exactMatch
583,FM,baci,iso_3166_1,one-to-one correspondence,e0a74c9f-191b-4c20-823b-52df446c13bc,http://www.w3.org/2004/02/skos/core#exactMatch
584,MH,baci,iso_3166_1,one-to-one correspondence,c3b2f4ea-0eaa-4501-aa0b-fb932473cb21,http://www.w3.org/2004/02/skos/core#exactMatch
585,PW,baci,iso_3166_1,one-to-one correspondence,2f74358f-3263-4f2d-a1dd-002d5c181653,http://www.w3.org/2004/02/skos/core#exactMatch
586,PK,baci,iso_3166_1,one-to-one correspondence,d1cb4920-01aa-4fc3-ae5a-6bb679485509,http://www.w3.org/2004/02/skos/core#exactMatch
591,PA,baci,iso_3166_1,one-to-one correspondence,7f896f47-2f2f-4792-9cb7-74e361b5ca3a,http://www.w3.org/2004/02/skos/core#exactMatch
598,PG,baci,iso_3166_1,one-to-one correspondence,c19965b7-7e01-411f-a0a5-e7c24a8cc667,http://www.w3.org/2004/02/skos/core#exactMatch
600,PY,baci,iso_3166_1,one-to-one correspondence,16ea5c75-9ed7-43be-9fb2-e00e6533902e,http://www.w3.org/2004/02/skos/core#exactMatch
604,PE,baci,iso_3166_1,one-to-one correspondence,2437d8c6-2dae-4714-b649-984cd8247e62,http://www.w3.org/2004/02/skos/core#exactMatch
608,PH,baci,iso_3166_1,one-to-one correspondence,36d9a093-edfc-462a-984a-f95fcc315f6c,http://www.w3.org/2004/02/skos/core#exactMatch
612,PN,baci,iso_3166_1,one-to-one correspondence,b116f49c-58c5-430e-b848-9288bbd71ad8,http://www.w3.org/2004/02/skos/core#exactMatch
616,PL,baci,iso_3166_1,one-to-one correspondence,b0c551a3-9ed5-4e30-98fc-8455c42245ee,http://www.w3.org/2004/02/skos/core#exactMatch
620,PT,baci,iso_3166_1,one-to-one correspondence,d3d30f75-5e27-418f-a25a-99ab844c6b65,http://www.w3.org/2004/02/skos/core#exactMatch
624,GW,baci,iso_3166_1,one-to-one correspondence,6b3fc3c4-636e-4638-8a0c-f63846f91df3,http://www.w3.org/2004/02/skos/core#exactMatch
626,TL,baci,iso_3166_1,one-to-one correspondence,5cf27dca-a878-4b0a-827d-a67120ac51ef,http://www.w3.org/2004/02/skos/core#exactMatch
634,QA,baci,iso_3166_1,one-to-one correspondence,1e77ea3b-f8a5-420a-9fea-d7502e61aca7,http://www.w3.org/2004/02/skos/core#exactMatch
642,RO,baci,iso_3166_1,one-to-one correspondence,e5dda8ea-25f8-48b6-93cb-92f4e7b01eb0,http://www.w3.org/2004/02/skos/core#exactMatch
643,RU,baci,iso_3166_1,one-to-one correspondence,23ad4c47-58e2-4255-b510-2c019e82794b,http://www.w3.org/2004/02/skos/core#exactMatch
646,RW,baci,iso_3166_1,one-to-one correspondence,4d64da76-4222-4bc4-a886-08973e704b13,http://www.w3.org/2004/02/skos/core#exactMatch
652,BL,baci,iso_3166_1,one-to-one correspondence,6bcc064d-f0f5-4b14-b910-c8da17c4e6d3,http://www.w3.org/2004/02/skos/core#exactMatch
654,SH,baci,iso_3166_1,one-to-one correspondence,8434241d-f862-438b-bd6e-7b3f3dee7824,http://www.w3.org/2004/02/skos/core#exactMatch
659,KN,baci,iso_3166_1,one-to-one correspondence,f2f8cba1-422f-4160-8ebe-f732a510e65f,http://www.w3.org/2004/02/skos/core#exactMatch
660,AI,baci,iso_3166_1,one-to-one correspondence,a5ff0643-d310-4b34-961c-1f2b4e0eb761,http://www.w3.org/2004/02/skos/core#exactMatch
