code,name,description,prefixed_id
0,entry_point,Entry point of the classification tree (total),9c455865-3702-4475-bb4d-ad92718ce0ef
1,1st_layer,First layer with categories in the classification tree,889a77c2-c31c-40f7-ad5e-fd2fe1842daf
2,2nd_layer,Second layer with categories in the classification tree,2d77e0a8-7eaf-4254-9f9e-1bf346d706c9
3,3rd_layer,Third layer with categories in the classification tree,909daeba-25a2-4e55-abec-c5f80b14f4e6
4,4th_layer,Fourth layer with categories in the classification tree,99a79bbe-84d6-42b9-9b3c-bd729f8cc44b
5,5th_layer,Fifth layer with categories in the classification tree,99a79bbe-84d6-42b9-9b3c-bd729f8cc44b
6,6th_layer,Sixth layer with categories in the classification tree,99a79bbe-84d6-42b9-9b3c-bd729f8cc44b
7,7th_layer,Seventh layer with categories in the classification tree,99a79bbe-84d6-42b9-9b3c-bd729f8cc44b
