#Log10(Mpeak/Msun) Log10(Median_SM/Msun) Log10(Median_SM/Mpeak) Err+(dex) Err-(dex)
#Mpeak: peak historical halo mass, using Bryan & Norman virial overdensity.
#Best fit chi^2: 156.438889
10.00 6.257061 -3.742939 0.000000 0.217792
10.05 6.362842 -3.687158 -0.000752 0.212322
10.10 6.468610 -3.631390 -0.001997 0.205223
10.15 6.574362 -3.575638 -0.004465 0.196697
10.20 6.680094 -3.519906 -0.004913 0.186670
10.25 6.785805 -3.464195 -0.005056 0.180104
10.30 6.891491 -3.408509 -0.003526 0.175417
10.35 6.997149 -3.352851 -0.004097 0.168912
10.40 7.102777 -3.297223 -0.005645 0.161540
10.45 7.208371 -3.241629 -0.005695 0.155336
10.50 7.313934 -3.186066 -0.005016 0.148350
10.55 7.419467 -3.130533 -0.003242 0.140617
10.60 7.524976 -3.075024 -0.002564 0.134371
10.65 7.630476 -3.019524 -0.001418 0.127317
10.70 7.735986 -2.964014 0.000000 0.124452
10.75 7.841535 -2.908465 0.000000 0.118400
10.80 7.947167 -2.852833 0.000265 0.111891
10.85 8.052937 -2.797063 0.000143 0.106354
10.90 8.158916 -2.741084 -0.000384 0.102643
10.95 8.265189 -2.684811 0.000132 0.098890
11.00 8.371852 -2.628148 0.002456 0.094229
11.05 8.479008 -2.570992 0.006399 0.086811
11.10 8.586760 -2.513240 0.008517 0.082274
11.15 8.695196 -2.454804 0.011830 0.081531
11.20 8.804374 -2.395626 0.012979 0.079275
11.25 8.914304 -2.335696 0.012427 0.076076
11.30 9.024930 -2.275070 0.010717 0.074767
11.35 9.136100 -2.213900 0.008830 0.074196
11.40 9.247556 -2.152444 0.007589 0.074440
11.45 9.358914 -2.091086 0.005608 0.072029
11.50 9.469657 -2.030343 0.003126 0.071369
11.55 9.579137 -1.970863 0.001967 0.068464
11.60 9.686589 -1.913411 0.000000 0.065128
11.65 9.791160 -1.858840 0.000077 0.062622
11.70 9.891945 -1.808055 -0.000078 0.060868
11.75 9.988040 -1.761960 -0.000463 0.057295
11.80 10.078593 -1.721407 0.000613 0.053420
11.85 10.162865 -1.687135 0.001188 0.047494
11.90 10.240281 -1.659719 0.004413 0.042097
11.95 10.310477 -1.639523 0.007352 0.037750
12.00 10.373319 -1.626681 0.012543 0.033014
12.05 10.428926 -1.621074 0.015245 0.028905
12.10 10.477650 -1.622350 0.018364 0.026151
12.15 10.520053 -1.629947 0.021260 0.022093
12.20 10.556867 -1.643133 0.023968 0.019281
12.25 10.588937 -1.661063 0.028205 0.017406
12.30 10.617168 -1.682832 0.031825 0.016185
12.35 10.642464 -1.707536 0.036120 0.012340
12.40 10.665684 -1.734316 0.039186 0.009330
12.45 10.687598 -1.762402 0.042351 0.005011
12.50 10.708862 -1.791138 0.046344 0.004490
12.55 10.730001 -1.819999 0.046842 0.003761
12.60 10.751407 -1.848593 0.047244 0.003589
12.65 10.773345 -1.876655 0.049488 0.005058
12.70 10.795972 -1.904028 0.052336 0.005918
12.75 10.819350 -1.930650 0.051338 0.007307
12.80 10.843473 -1.956527 0.054034 0.008458
12.85 10.868284 -1.981716 0.055231 0.010291
12.90 10.893696 -2.006304 0.055158 0.010837
12.95 10.919608 -2.030392 0.052805 0.012569
13.00 10.945916 -2.054084 0.050017 0.013905
13.05 10.972524 -2.077476 0.047809 0.015446
13.10 10.999345 -2.100655 0.046404 0.016285
13.15 11.026307 -2.123693 0.043503 0.016818
13.20 11.053355 -2.146645 0.040661 0.017437
13.25 11.080446 -2.169554 0.038496 0.018319
13.30 11.107548 -2.192452 0.035895 0.020183
13.35 11.134640 -2.215360 0.032525 0.020426
13.40 11.161710 -2.238290 0.030075 0.021898
13.45 11.188751 -2.261249 0.027743 0.024000
13.50 11.215760 -2.284240 0.025732 0.025272
13.55 11.242736 -2.307264 0.024882 0.026550
13.60 11.269681 -2.330319 0.023582 0.028020
13.65 11.296598 -2.353402 0.021687 0.029394
13.70 11.323489 -2.376511 0.020596 0.031000
13.75 11.350359 -2.399641 0.019282 0.032221
13.80 11.377210 -2.422790 0.018847 0.034074
13.85 11.404044 -2.445956 0.017218 0.036999
13.90 11.430865 -2.469135 0.016605 0.038380
13.95 11.457674 -2.492326 0.016363 0.041234
14.00 11.484473 -2.515527 0.015309 0.044109
14.05 11.511264 -2.538736 0.015227 0.046892
14.10 11.538048 -2.561952 0.013300 0.049845
14.15 11.564827 -2.585173 0.012272 0.052906
14.20 11.591600 -2.608400 0.012372 0.057410
14.25 11.618370 -2.631630 0.012737 0.059681
14.30 11.645136 -2.654864 0.012137 0.060820
14.35 11.671900 -2.678100 0.011811 0.064924
