#Log10(Mpeak/Msun) Log10(Median_SM/Msun) Log10(Median_SM/Mpeak) Err+(dex) Err-(dex)
#Mpeak: peak historical halo mass, using Bryan & Norman virial overdensity.
#Best fit chi^2: 156.438889
10.00 6.068117 -3.931883 0.044483 0.211860
10.05 6.175788 -3.874212 0.042120 0.206742
10.10 6.283451 -3.816549 0.040821 0.199793
10.15 6.391103 -3.758897 0.037023 0.189383
10.20 6.498743 -3.701257 0.034978 0.182454
10.25 6.606368 -3.643632 0.031260 0.175451
10.30 6.713978 -3.586022 0.028085 0.169443
10.35 6.821569 -3.528431 0.023771 0.161637
10.40 6.929141 -3.470859 0.020959 0.154819
10.45 7.036693 -3.413307 0.018144 0.152323
10.50 7.144227 -3.355773 0.017108 0.144748
10.55 7.251747 -3.298253 0.015357 0.138121
10.60 7.359263 -3.240737 0.013149 0.132892
10.65 7.466789 -3.183211 0.012604 0.129516
10.70 7.574350 -3.125650 0.008932 0.124568
10.75 7.681981 -3.068019 0.009894 0.121607
10.80 7.789734 -3.010266 0.009931 0.115055
10.85 7.897678 -2.952322 0.011401 0.111620
10.90 8.005902 -2.894098 0.011293 0.103388
10.95 8.114520 -2.835480 0.010485 0.100155
11.00 8.223667 -2.776333 0.013434 0.096177
11.05 8.333498 -2.716502 0.011254 0.091916
11.10 8.444185 -2.655815 0.010897 0.088714
11.15 8.555900 -2.594100 0.010218 0.085831
11.20 8.668805 -2.531195 0.010033 0.083780
11.25 8.783027 -2.466973 0.009502 0.083287
11.30 8.898636 -2.401364 0.005145 0.083871
11.35 9.015614 -2.334386 0.001926 0.084149
11.40 9.133825 -2.266175 -0.000076 0.087519
11.45 9.252989 -2.197011 -0.007628 0.090337
11.50 9.372656 -2.127344 -0.014535 0.089136
11.55 9.492197 -2.057803 -0.019247 0.090190
11.60 9.610798 -1.989202 -0.023685 0.092286
11.65 9.727483 -1.922517 -0.030566 0.093775
11.70 9.841141 -1.858859 -0.034103 0.094935
11.75 9.950581 -1.799419 -0.036552 0.094393
11.80 10.054593 -1.745407 -0.035582 0.093957
11.85 10.152027 -1.697973 -0.034770 0.094808
11.90 10.241868 -1.658132 -0.030562 0.090073
11.95 10.323311 -1.626689 -0.023919 0.086061
12.00 10.395822 -1.604178 -0.019942 0.082825
12.05 10.459180 -1.590820 -0.015158 0.078403
12.10 10.513497 -1.586503 -0.010438 0.072888
12.15 10.559203 -1.590797 -0.003071 0.064649
12.20 10.597020 -1.602980 0.005477 0.058839
12.25 10.627899 -1.622101 0.014081 0.052108
12.30 10.652954 -1.647046 0.020914 0.046106
12.35 10.673384 -1.676616 0.027763 0.034645
12.40 10.690393 -1.709607 0.032302 0.027878
12.45 10.705126 -1.744874 0.035553 0.020830
12.50 10.718610 -1.781390 0.040198 0.016899
12.55 10.731714 -1.818286 0.043780 0.013671
12.60 10.745130 -1.854870 0.044770 0.010887
12.65 10.759369 -1.890631 0.047276 0.006179
12.70 10.774763 -1.925237 0.047885 0.004682
12.75 10.791496 -1.958504 0.048635 0.002912
12.80 10.809621 -1.990379 0.047744 0.004199
12.85 10.829095 -2.020905 0.047858 0.005610
12.90 10.849806 -2.050194 0.047695 0.007463
12.95 10.871601 -2.078399 0.045989 0.010036
13.00 10.894311 -2.105689 0.044246 0.010479
13.05 10.917761 -2.132239 0.042849 0.012727
13.10 10.941790 -2.158210 0.040562 0.014375
13.15 10.966256 -2.183744 0.038340 0.016524
13.20 10.991037 -2.208963 0.037151 0.019184
13.25 11.016037 -2.233963 0.034277 0.021073
13.30 11.041179 -2.258821 0.030806 0.022454
13.35 11.066408 -2.283592 0.028038 0.024778
13.40 11.091681 -2.308319 0.025685 0.026214
13.45 11.116973 -2.333027 0.023447 0.028527
13.50 11.142263 -2.357737 0.020420 0.031380
13.55 11.167543 -2.382457 0.018588 0.033116
13.60 11.192805 -2.407195 0.016774 0.036618
13.65 11.218048 -2.431952 0.013840 0.038107
13.70 11.243271 -2.456729 0.010710 0.041114
13.75 11.268476 -2.481524 0.008806 0.044221
13.80 11.293664 -2.506336 0.007968 0.046782
13.85 11.318837 -2.531163 0.007184 0.050425
13.90 11.343996 -2.556004 0.006254 0.054501
13.95 11.369145 -2.580855 0.004479 0.058184
14.00 11.394285 -2.605715 0.002940 0.061198
14.05 11.419417 -2.630583 0.002600 0.064072
14.10 11.444542 -2.655458 0.001699 0.066046
14.15 11.469662 -2.680338 0.000032 0.070782
14.20 11.494777 -2.705223 -0.000121 0.076082
14.25 11.519888 -2.730112 0.000000 0.078968
