#Log10(Mpeak/Msun) Log10(Median_SM/Msun) Log10(Median_SM/Mpeak) Err+(dex) Err-(dex)
#Mpeak: peak historical halo mass, using Bryan & Norman virial overdensity.
#Best fit chi^2: 177.876282
10.00 6.107443 -3.892557 0.040019 0.210144
10.05 6.215343 -3.834657 0.036918 0.204927
10.10 6.323235 -3.776765 0.033856 0.199705
10.15 6.431120 -3.718880 0.029798 0.194478
10.20 6.538995 -3.661005 0.025717 0.189247
10.25 6.646859 -3.603141 0.021706 0.186293
10.30 6.754713 -3.545287 0.017744 0.180468
10.35 6.862556 -3.487444 0.014399 0.173622
10.40 6.970390 -3.429610 0.010510 0.167592
10.45 7.078218 -3.371782 0.007896 0.158510
10.50 7.186046 -3.313954 0.006509 0.149880
10.55 7.293885 -3.256115 0.006152 0.146288
10.60 7.401751 -3.198249 0.007854 0.143321
10.65 7.509667 -3.140333 0.003612 0.140496
10.70 7.617666 -3.082334 0.004650 0.133467
10.75 7.725792 -3.024208 0.000299 0.129443
10.80 7.834103 -2.965897 0.001201 0.119555
10.85 7.942674 -2.907326 0.001316 0.115485
10.90 8.051593 -2.848407 0.000000 0.107124
10.95 8.160964 -2.789036 0.000324 0.102642
11.00 8.270907 -2.729093 0.001466 0.099434
11.05 8.381546 -2.668454 0.000291 0.097219
11.10 8.493007 -2.606993 -0.000634 0.094968
11.15 8.605403 -2.544597 0.001169 0.093562
11.20 8.718824 -2.481176 0.002093 0.092748
11.25 8.833312 -2.416688 0.000493 0.092287
11.30 8.948846 -2.351154 -0.000575 0.091556
11.35 9.065319 -2.284681 -0.002311 0.089854
11.40 9.182515 -2.217485 -0.006880 0.091467
11.45 9.300097 -2.149903 -0.011754 0.090027
11.50 9.417588 -2.082412 -0.015822 0.090498
11.55 9.534371 -2.015629 -0.019700 0.089232
11.60 9.649693 -1.950307 -0.020925 0.088425
11.65 9.762684 -1.887316 -0.022982 0.086080
11.70 9.872386 -1.827614 -0.023758 0.085618
11.75 9.977793 -1.772207 -0.024601 0.084411
11.80 10.077905 -1.722095 -0.022740 0.080482
11.85 10.171783 -1.678217 -0.020168 0.077287
11.90 10.258610 -1.641390 -0.015346 0.071233
11.95 10.337745 -1.612255 -0.012606 0.062353
12.00 10.408766 -1.591234 -0.009845 0.055219
12.05 10.471505 -1.578495 -0.004712 0.045816
12.10 10.526055 -1.573945 -0.000683 0.038418
12.15 10.572769 -1.577231 0.004678 0.030634
12.20 10.612230 -1.587770 0.011892 0.025691
12.25 10.645210 -1.604790 0.018847 0.021557
12.30 10.672619 -1.627381 0.023704 0.019191
12.35 10.695446 -1.654554 0.030247 0.015543
12.40 10.714701 -1.685299 0.035178 0.012438
12.45 10.731360 -1.718640 0.040161 0.011715
12.50 10.746321 -1.753679 0.044334 0.010316
12.55 10.760374 -1.789626 0.047979 0.008320
12.60 10.774175 -1.825825 0.051055 0.008821
12.65 10.788240 -1.861760 0.052637 0.008841
12.70 10.802946 -1.897054 0.053805 0.007661
12.75 10.818541 -1.931459 0.053378 0.011883
12.80 10.835162 -1.964838 0.051788 0.013327
12.85 10.852851 -1.997149 0.049675 0.014222
12.90 10.871582 -2.028418 0.046528 0.019029
12.95 10.891277 -2.058723 0.043043 0.022142
13.00 10.911829 -2.088171 0.039867 0.026225
13.05 10.933113 -2.116887 0.036664 0.030861
13.10 10.955002 -2.144998 0.033418 0.034253
13.15 10.977378 -2.172622 0.029316 0.039370
13.20 11.000129 -2.199871 0.026244 0.042571
13.25 11.023164 -2.226836 0.023522 0.047074
13.30 11.046403 -2.253597 0.018900 0.051895
13.35 11.069784 -2.280216 0.017340 0.056178
13.40 11.093260 -2.306740 0.014721 0.061790
13.45 11.116794 -2.333206 0.012060 0.065892
13.50 11.140360 -2.359640 0.010696 0.071551
13.55 11.163941 -2.386059 0.009158 0.078040
13.60 11.187526 -2.412474 0.008137 0.085163
13.65 11.211105 -2.438895 0.007158 0.089614
13.70 11.234676 -2.465324 0.004616 0.094306
13.75 11.258237 -2.491763 0.004490 0.101517
13.80 11.281787 -2.518213 0.002846 0.107786
13.85 11.305326 -2.544674 0.002848 0.113387
13.90 11.328856 -2.571144 0.001803 0.121264
13.95 11.352377 -2.597623 0.001328 0.126935
14.00 11.375891 -2.624109 0.001065 0.134733
14.05 11.399398 -2.650602 0.001283 0.141680
14.10 11.422899 -2.677101 0.000183 0.150069
14.15 11.446396 -2.703604 0.000000 0.155652
14.20 11.469890 -2.730110 -0.000557 0.161647
14.25 11.493379 -2.756621 0.000000 0.168371
