#R_lo  R_hi  Z_mean  Z_err  Z_sigma Z_med Z_spread (on Anders&Grevesse-1989 scale, actually, for total solar, Z=0.0201)
0.000	0.025	0.578	0.008	0.193	0.440	0.024
0.025	0.050	0.432	0.006	0.103	0.363	0.013
0.050	0.075	0.371	0.006 	0.066 	0.293	0.014
0.075	0.150	0.317	0.004	0.052	0.299	0.014
0.150	0.225	0.276	0.005	0.042	0.275	0.010
0.225	0.300	0.243	0.006	0.046	0.241	0.011
0.300	0.375	0.236	0.008	0.042	0.249	0.013
0.375	0.450	0.245	0.011	0.054	0.274	0.022
0.450	0.525	0.252	0.013	0.064	0.263	0.034
0.525	0.675	0.250	0.015	0.053	0.268	0.023
0.675	0.875	0.240	0.025	0.047	0.240	0.038
0.875	1.120	0.200	0.049	0.076	0.174	0.083
