flowobject_from,flowobject_to,classification_from,classification_to,comment,prefixed_id,skos_uri
C13_15,fi_27,cpa_2008,bonsai,many-to-many correspondence,f8a18dc5-2876-4671-981e-8b2ef18c2b3f,http://www.w3.org/2004/02/skos/core#relatedMatch
C13_15,C_GARM,cpa_2008,bonsai,one-to-many correspondence,4ee45f3d-7e91-4b96-aafb-bc7615ec8f05,http://www.w3.org/2004/02/skos/core#narrowMatch
C13_15,C_LETH,cpa_2008,bonsai,many-to-many correspondence,ad7b7b53-b851-44e2-af4d-7a264afb0e7c,http://www.w3.org/2004/02/skos/core#relatedMatch
C13_15,fi_39213,cpa_2008,bonsai,many-to-many correspondence,15c98776-aa32-40b0-b147-76a2aac7dd5a,http://www.w3.org/2004/02/skos/core#relatedMatch
C13_15,fi_39215,cpa_2008,bonsai,many-to-many correspondence,a5f4f9a1-a021-478e-abb6-e3ab84463b11,http://www.w3.org/2004/02/skos/core#relatedMatch
C13_15,fi_39218,cpa_2008,bonsai,many-to-many correspondence,58ff409b-a640-4de2-b806-dca2937eabea,http://www.w3.org/2004/02/skos/core#relatedMatch
C13_15,C_TEXT,cpa_2008,bonsai,one-to-many correspondence,fbe828ce-754f-4983-a936-94e09669f15f,http://www.w3.org/2004/02/skos/core#narrowMatch
C13,fi_26,cpa_2008,bonsai,many-to-many correspondence,239ff1be-510b-4fc3-85e6-6fafd0889f62,http://www.w3.org/2004/02/skos/core#relatedMatch
C13,fi_27,cpa_2008,bonsai,many-to-many correspondence,1a996fdf-8ae6-4342-8809-f81679e08bf3,http://www.w3.org/2004/02/skos/core#relatedMatch
C13,fi_281,cpa_2008,bonsai,one-to-many correspondence,fa1e222d-9f2e-40d7-bc1e-561daddb629d,http://www.w3.org/2004/02/skos/core#narrowMatch
C13,fi_2833,cpa_2008,bonsai,one-to-many correspondence,116a9aa3-856f-434c-bec7-425fc5845611,http://www.w3.org/2004/02/skos/core#narrowMatch
C13,fi_39213,cpa_2008,bonsai,many-to-many correspondence,f1653d87-2f34-4830-9dde-8876f88aa698,http://www.w3.org/2004/02/skos/core#relatedMatch
C13,fi_39215,cpa_2008,bonsai,many-to-many correspondence,42c2aff4-00cd-4d6c-bcd4-dad0ea8633f4,http://www.w3.org/2004/02/skos/core#relatedMatch
C13,fi_39218,cpa_2008,bonsai,many-to-many correspondence,29778f77-e9fe-496e-a205-3776b6611528,http://www.w3.org/2004/02/skos/core#relatedMatch
C13,fi_8821,cpa_2008,bonsai,one-to-many correspondence,219de80a-8f17-484f-af5f-4a51bbea5957,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_2821,cpa_2008,bonsai,one-to-many correspondence,2ee6247c-d187-44c0-908f-d52094b60cec,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_2822,cpa_2008,bonsai,one-to-many correspondence,cce93156-72aa-4df9-ba9f-1018f12d7aa4,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_2823,cpa_2008,bonsai,one-to-many correspondence,72fb4eca-cf3b-4145-be98-15464eb93a47,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_28241,cpa_2008,bonsai,one-to-many correspondence,49295439-cff4-4da4-b556-6eee3d8eefa6,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_28242,cpa_2008,bonsai,one-to-many correspondence,e4b28ba1-208d-45e2-af2e-6ae3dfef571e,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_2825,cpa_2008,bonsai,one-to-many correspondence,3040af24-f15f-412a-9d5d-7f3ec8ffe732,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_2826,cpa_2008,bonsai,one-to-many correspondence,6a3be0f2-7401-43bc-b358-65467a03f1b8,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_2832,cpa_2008,bonsai,one-to-many correspondence,045da679-c767-4559-bffe-25e2ffd285ee,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_39217,cpa_2008,bonsai,one-to-many correspondence,8b42fc70-121a-4c9d-bc8a-0e5a836d6bc9,http://www.w3.org/2004/02/skos/core#narrowMatch
C14,fi_8822,cpa_2008,bonsai,one-to-many correspondence,9d2a5d5b-b9a3-4cd9-b4f5-bcaf91ed2f29,http://www.w3.org/2004/02/skos/core#narrowMatch
C15,fi_2831,cpa_2008,bonsai,one-to-many correspondence,600bd533-0d18-4f7e-a251-6976b237dccc,http://www.w3.org/2004/02/skos/core#narrowMatch
C15,C_LETH,cpa_2008,bonsai,many-to-many correspondence,acb194ca-97a6-4325-a231-91fe7f1f2311,http://www.w3.org/2004/02/skos/core#relatedMatch
C15,fi_8823,cpa_2008,bonsai,one-to-many correspondence,d69c0e53-a1b7-4450-a5fa-d5e963844512,http://www.w3.org/2004/02/skos/core#narrowMatch
C16,C_WOOD,cpa_2008,bonsai,one-to-many correspondence,6c6423fb-c2b3-422d-9f6b-c639a2a2416e,http://www.w3.org/2004/02/skos/core#narrowMatch
C16,fi_38701,cpa_2008,bonsai,one-to-many correspondence,a1264bd3-72e7-4454-b10e-8ee7a739bf24,http://www.w3.org/2004/02/skos/core#narrowMatch
C16,fi_38922,cpa_2008,bonsai,one-to-many correspondence,18a4366f-55aa-49e0-b0fa-d913bb76f850,http://www.w3.org/2004/02/skos/core#narrowMatch
C16,fi_39281,cpa_2008,bonsai,one-to-many correspondence,cdde34f0-606c-42ee-aa37-4f55b29fb95a,http://www.w3.org/2004/02/skos/core#narrowMatch
C16,fi_39282,cpa_2008,bonsai,many-to-many correspondence,0c6bcc2d-d5a7-4904-9f8d-4f6d5eac51de,http://www.w3.org/2004/02/skos/core#relatedMatch
C16,fi_8831,cpa_2008,bonsai,one-to-many correspondence,6a1a03af-8ecb-4ec1-b877-cd1b2278e0c6,http://www.w3.org/2004/02/skos/core#narrowMatch
C17,fi_32,cpa_2008,bonsai,one-to-many correspondence,07cde8e8-97c6-4c92-8cec-70c108fc88e8,http://www.w3.org/2004/02/skos/core#narrowMatch
C17,fi_8832,cpa_2008,bonsai,one-to-many correspondence,fe0d42a6-60e9-43d3-8d12-aced4f6ea736,http://www.w3.org/2004/02/skos/core#narrowMatch
C18,fi_32800,cpa_2008,bonsai,one-to-many correspondence,dbf249c0-9efc-4b55-8734-747c2029ef70,http://www.w3.org/2004/02/skos/core#narrowMatch
C18,fi_8912,cpa_2008,bonsai,one-to-many correspondence,b2a9e367-3230-4485-8990-2472cdaa0294,http://www.w3.org/2004/02/skos/core#narrowMatch
C19,fi_331,cpa_2008,bonsai,one-to-many correspondence,c83bcdba-fb2b-46dd-94e9-fed5b958539c,http://www.w3.org/2004/02/skos/core#narrowMatch
C19,fi_332,cpa_2008,bonsai,one-to-many correspondence,cf5d1dc0-cc60-4917-bea6-faf1d7aeb39c,http://www.w3.org/2004/02/skos/core#narrowMatch
C19,fi_333,cpa_2008,bonsai,one-to-many correspondence,c83d3894-dd66-4642-959d-26d927dff196,http://www.w3.org/2004/02/skos/core#narrowMatch
C19,fi_334,cpa_2008,bonsai,one-to-many correspondence,3519de98-1dba-4827-b1bc-ac7d1cb23734,http://www.w3.org/2004/02/skos/core#narrowMatch
C19,fi_335,cpa_2008,bonsai,one-to-many correspondence,1abf73a7-9ff5-4c3d-bea9-72d7cfbbb9d5,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_34,cpa_2008,bonsai,one-to-many correspondence,38fae8fb-523e-4fc3-b414-34ecd0fcdd16,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_351,cpa_2008,bonsai,one-to-many correspondence,36c9a1ae-7577-4d60-8211-756ce5905f0b,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_353,cpa_2008,bonsai,one-to-many correspondence,1fb30543-be74-4c02-9e30-c33c9b3aae39,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,C_CHEM,cpa_2008,bonsai,one-to-many correspondence,7444f398-e7dd-41f8-808e-2152b7d6182c,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_355,cpa_2008,bonsai,one-to-many correspondence,a4686c86-ed45-49ea-bc93-4bd77e33d1c8,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_24110,cpa_2008,bonsai,one-to-many correspondence,612d67a8-8821-4014-9f6b-d1d4fae663e1,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_33620,cpa_2008,bonsai,one-to-many correspondence,7de6ddfa-2f27-4b4f-9095-c97f522b39c6,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_33630,cpa_2008,bonsai,one-to-many correspondence,b943c8a3-5ee6-4dee-9777-d571330da99b,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_33690,cpa_2008,bonsai,one-to-many correspondence,da6b5f4b-cd5e-4b1b-b999-6918df337bde,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_33710,cpa_2008,bonsai,one-to-many correspondence,9626dad6-18ac-4e80-8234-43a548265efd,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_38998,cpa_2008,bonsai,one-to-many correspondence,33e791b7-df18-42f7-8641-937d8c8ecdb7,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_3923,cpa_2008,bonsai,one-to-many correspondence,98bb2bf2-9b3b-4629-9c49-ec3e172d7ec6,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_39230,cpa_2008,bonsai,one-to-many correspondence,31b907de-e59e-4ddb-b749-53f3015c4d4b,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_4834,cpa_2008,bonsai,one-to-many correspondence,680598a7-39b4-4136-bf57-d9c633e66459,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_48341,cpa_2008,bonsai,one-to-many correspondence,371f3f20-515d-4f9e-b38d-9b309b6117f7,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_48342,cpa_2008,bonsai,one-to-many correspondence,9bb0e472-3b98-4eed-bd2f-6b0668f61f38,http://www.w3.org/2004/02/skos/core#narrowMatch
C20,fi_88421,cpa_2008,bonsai,one-to-many correspondence,187f1d13-9e59-434b-89c1-b7257ecc356a,http://www.w3.org/2004/02/skos/core#narrowMatch
C21,fi_352,cpa_2008,bonsai,one-to-many correspondence,916ab08d-4d4d-4075-b6c7-857ae937dd8a,http://www.w3.org/2004/02/skos/core#narrowMatch
C21,fi_88430,cpa_2008,bonsai,one-to-many correspondence,5c0d93f0-60be-43ba-b09c-25b85aebd5be,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,C_RUBP,cpa_2008,bonsai,one-to-many correspondence,ae10e435-eeeb-4477-88d1-1bd477635e96,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,fi_38703,cpa_2008,bonsai,one-to-many correspondence,dc16e97a-2387-48ec-9b9a-e4333c704005,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,fi_38930,cpa_2008,bonsai,one-to-many correspondence,0e43bf6a-59cb-48ae-adba-47f9740a38ad,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,fi_88511,cpa_2008,bonsai,one-to-many correspondence,0ce7b493-1058-4cc4-a83b-35aed2740419,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,fi_88512,cpa_2008,bonsai,one-to-many correspondence,54e64f85-852d-4e20-909d-33f9ed491366,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,fi_88520,cpa_2008,bonsai,one-to-many correspondence,2bd893ec-43b1-4cdd-98da-599e872ca290,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,fi_8920,cpa_2008,bonsai,one-to-many correspondence,01e030df-2d66-40c7-9132-c3368a96ef02,http://www.w3.org/2004/02/skos/core#narrowMatch
C22,fi_89200,cpa_2008,bonsai,one-to-many correspondence,22a3c2d6-c7ba-4448-9206-6c7886bf1734,http://www.w3.org/2004/02/skos/core#narrowMatch
C23,C_GLAS,cpa_2008,bonsai,one-to-many correspondence,80461e26-4656-4da6-a1a7-f461fb7d82cd,http://www.w3.org/2004/02/skos/core#narrowMatch
C23,fi_38704,cpa_2008,bonsai,one-to-many correspondence,93cd4ae7-2b6e-483e-a7c8-526541805194,http://www.w3.org/2004/02/skos/core#narrowMatch
C23,fi_46932,cpa_2008,bonsai,one-to-many correspondence,4a9164e6-63c3-4be5-a674-52992bd7c493,http://www.w3.org/2004/02/skos/core#narrowMatch
C23,fi_8853,cpa_2008,bonsai,one-to-many correspondence,1df38d23-c843-44a3-8aee-5fbb0030e25e,http://www.w3.org/2004/02/skos/core#narrowMatch
C24,fi_41,cpa_2008,bonsai,one-to-many correspondence,04cb1889-8bef-4807-84a0-98a9b8ee289c,http://www.w3.org/2004/02/skos/core#narrowMatch
C24,fi_3361,cpa_2008,bonsai,one-to-many correspondence,1c78d558-aa51-4208-b361-f45434631bf8,http://www.w3.org/2004/02/skos/core#narrowMatch
C24,fi_39350,cpa_2008,bonsai,one-to-many correspondence,2e19946a-5d4c-4c93-a5be-b54ad3c5c4c4,http://www.w3.org/2004/02/skos/core#narrowMatch
C24,fi_886,cpa_2008,bonsai,one-to-many correspondence,21e59cae-64d7-425f-bfc7-7433cf33a672,http://www.w3.org/2004/02/skos/core#narrowMatch
C24,fi_8931,cpa_2008,bonsai,one-to-many correspondence,9fcb4946-bd76-40ba-ab5a-a8e2cc223145,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,C_FABM,cpa_2008,bonsai,one-to-many correspondence,17c9d18b-b230-4fe3-9ebf-1a31fed2d6c4,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_38702,cpa_2008,bonsai,one-to-many correspondence,d22c1e6b-05d6-4d73-b7b9-ff12b80efc53,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44720,cpa_2008,bonsai,one-to-many correspondence,0f799d5a-2b02-426e-946c-04bf9e96b31c,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44730,cpa_2008,bonsai,one-to-many correspondence,03fe78ba-e244-44df-bd86-4edfd01cae12,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44740,cpa_2008,bonsai,one-to-many correspondence,e1273786-8080-4da1-9d0e-20020a9fc847,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44750,cpa_2008,bonsai,one-to-many correspondence,868b9b62-d8d9-4182-9275-e9518a66bed0,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44760,cpa_2008,bonsai,one-to-many correspondence,a8e68d1a-9b4d-4821-9eb8-26b00920ce26,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44823,cpa_2008,bonsai,one-to-many correspondence,3a05443b-c278-4f41-b89a-a0a99cce9824,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44825,cpa_2008,bonsai,one-to-many correspondence,93394ad6-24dd-4735-be7e-78085a4ee4fd,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44833,cpa_2008,bonsai,one-to-many correspondence,6c97fc13-ebed-49cb-872e-28844fd87def,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_44916,cpa_2008,bonsai,one-to-many correspondence,df5ff90b-e1f1-4318-87c3-45a6039d4dd6,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_46931,cpa_2008,bonsai,one-to-many correspondence,87d0e642-7978-4832-85d6-84e7bd42ccfd,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_8871,cpa_2008,bonsai,one-to-many correspondence,705985e5-504e-4173-b64f-be4e4808feba,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_8872,cpa_2008,bonsai,one-to-many correspondence,3a1ec150-c598-4e77-9d6e-dfcb08a7719c,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_8873,cpa_2008,bonsai,one-to-many correspondence,af81c25d-9d16-47fe-ac38-477016bfb90a,http://www.w3.org/2004/02/skos/core#narrowMatch
C25,fi_8933,cpa_2008,bonsai,one-to-many correspondence,b680d829-a87d-45c8-8f4b-c215a97aad7c,http://www.w3.org/2004/02/skos/core#narrowMatch
