flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
C27,fi_44831,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,83e64b7a-a71a-4402-9d33-00b96623892a
C27,fi_44832,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,06eb504e-f072-478a-82e4-2c25990fe475
C27,fi_461,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,46f45482-d5d9-4d04-96f4-0edb8c395f93
C27,fi_462,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6e0bc2d4-d073-4a9b-8ce5-e61e6440f4d9
C27,fi_46310,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,613feaee-4f24-412b-b5b2-08d89b536423
C27,fi_46320,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c96aa16c-3450-497e-b90c-eb454cf9535d
C27,fi_46340,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b6bfe385-bc00-468a-a1fe-4a8f788ffcff
C27,fi_46350,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,af21e4ec-ef83-49c1-8879-e13b5d2f0e43
C27,fi_46360,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a7cab358-9ab1-45bf-826f-71653c673d9e
C27,fi_464,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,20076540-6086-4f0a-9a10-d1f9ec97ed2d
C27,fi_46510,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,24fcc440-ec7c-42b9-ab79-d540b80665e0
C27,fi_4653,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,49423bec-4d00-4f55-8644-7f589792b883
C27,fi_4654,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,41efc546-bae0-4297-a1ef-a28109afede3
C27,fi_46929,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e01b4f91-96e3-447f-8163-c5643ef5ca51
C27,fi_46939,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2e5e5ff8-179f-44f2-8c11-f3a74d8697d8
C27,fi_46940,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4d0e2d34-e11f-43b3-8cb4-a546b0fd8ab1
C27,fi_46950,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a2bad589-4d3f-459d-a134-8b39d1130da3
C27,fi_46960,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a8225524-efbb-4df7-9cf9-e9cd97acade6
C27,fi_47110,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7dc1e5ec-3b04-4e54-b0e6-75784c93ecad
C27,fi_47120,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8fd53064-51f7-46b5-936a-88995601aaba
C27,fi_47171,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9b642de8-f5c6-4f95-bc4b-fcd1b62e1e91
C27,fi_47172,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,572d461d-f77c-4fd0-a8b2-4393914ff0db
C27,fi_8875,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,70bbf417-99d4-429a-a3ee-ce96bdb9443a
C28,fi_38600,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1ca3e4d4-4983-4048-8236-04005eb255c5
C28,fi_43110,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,04d66841-02a9-4ba7-bad5-2f4f88332113
C28,fi_43134,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9052d105-6464-4ddc-aacd-52d8997cab4b
C28,fi_4314,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,27ac8137-d84c-4ade-b843-70cd04dc9161
C28,fi_43151,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d6b90a3a-9a35-41cb-a0ba-ecb0b2492b0d
C28,fi_43153,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fb3e926d-75fc-48ce-9af9-ecb6b728a105
C28,fi_43154,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,467dce87-e749-433e-a51b-a75c1487473c
C28,fi_43156,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b5375106-bd7d-45c4-a2a8-4578c3ad993a
C28,fi_43211,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4c31ac24-6c60-48a1-846f-cc543e10f186
C28,fi_43219,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,438b544c-15fb-4791-a112-35d0984dc0dd
C28,fi_43220,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,deb9a2f5-b3e7-4a16-96b9-6169dd997d94
C28,fi_43230,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5d677c45-3fb1-4c6e-bc7c-6160c4857585
C28,fi_43240,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,11b0c82d-9a82-49c6-96fc-a55d81ec9b85
C28,fi_4325,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d081e305-62c9-4934-9ba7-ab091be9d18e
C28,fi_433,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fae5e56f-1b74-4302-9606-b0515a91aa51
C28,fi_434,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a07365ba-3332-444c-bcfa-accd502b77cd
C28,fi_435,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e1171233-0a17-40e1-ab0c-797fe52fa97a
C28,fi_439,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,74294afc-ac48-4607-9f29-af2eb4e0f6ce
C28,fi_441,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2f590661-ead5-4efd-89c3-5500fcbe7b56
C28,fi_4421,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e5743016-db8c-4270-b774-cbf825c2c3c1
C28,fi_4422,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1ce558ba-9e4a-4d58-9a79-3204d8df69bf
C28,fi_4423,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,32ce4d2c-8da5-4d78-918a-c15d1577d114
C28,fi_44242,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8dc0950d-b029-401d-93b0-75f0e6d80ca4
C28,fi_44251,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d2b0efbd-7cfa-4a4d-8a53-d9effb4afcb3
C28,fi_44252,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0469da0f-5e25-49cf-a138-e705d2ba346c
C28,fi_44253,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d8e21837-d413-4c0b-bcc2-866ee1c066a2
C28,fi_44256,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,29f1ce6e-c13f-4e51-ad94-73c06a9fc2a4
C28,fi_443,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2a22d394-1c3c-47b9-8f09-2dee3db2edd8
C28,fi_444,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b615c7cb-afd6-4816-9fb3-41c67afa4a1a
C28,fi_445,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,72b4c9e0-29f0-467f-ae26-e1d7694afa93
C28,fi_446,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,45dbf496-0a05-4592-be56-01e8021027f2
C28,fi_44814,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d54f743b-9a07-4d0f-a4d1-f7614e58480c
C28,fi_44911,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e4a4613f-dc6c-4269-b867-e1753f571a7e
C28,fi_44912,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d8cb79b5-dc3b-4346-b876-ce0ef5d35275
C28,fi_44913,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,63940b76-3091-4ea8-8084-c9168907c2fd
C28,fi_44914,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4ee01807-167c-4ed7-8c0f-a4022a816895
C28,fi_44915,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ca9c0753-1aa6-4cb3-8c9c-e7c77a447c91
C28,fi_44917,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,56e901e1-67ae-4dd2-a827-3b591d8f1702
C28,fi_44918,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1e78a2ed-5ef8-4991-8301-9e4b40f73b17
C28,fi_44919,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6bb16e9a-3d5b-4bc3-b4ac-bfa505474d71
C28,fi_4492,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,eef6a7fb-fd14-482e-bd10-cc294712af2a
C28,fi_45110,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4a3ce0b9-436f-4089-917a-a3c69233615d
C28,fi_45130,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,45c476bd-a8fd-4957-a3c1-8830d3aaeb28
C28,fi_45141,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,daf20d1b-f57e-4c13-afe8-201c57e12bf6
C28,fi_45150,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3f6a9080-c127-425b-817d-f9087000d216
C28,fi_45160,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0a2efb86-fc8f-4b8d-a00f-1e35f39c6d51
C28,fi_45170,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,11f6b2e6-b0f4-4b77-a321-4bb61ef45d50
C28,fi_45180,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a36c7ef6-7289-4ace-ac15-23e2de78cfcc
C28,fi_46113,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,cb8832e0-5586-4d09-aee6-ac916d048ae3
C28,fi_48212,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1bb49179-2da5-4aa2-a280-73c873c0f81b
C28,fi_48233,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bae25143-3235-4c84-895f-4bb42819069c
C28,fi_48269,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,87bbb9df-eab7-40f7-a61a-8209be9fbeab
C28,fi_8876,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2aeb5874-e82b-4636-ae83-408e015a6c94
C28,fi_8877,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6871e95d-bd94-4639-9606-fa6b0301e71f
C29,fi_4312,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c210f914-05de-4480-aae0-06d94f6e4a77
C29,fi_46330,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a1715663-908b-49fa-820d-f07ea9bf07b1
C29,fi_46910,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5fe199cd-39d6-43f2-999c-3a659a1c0b15
C29,fi_491,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,80326a60-e038-4a52-82cb-311d7f22232a
C29,fi_492,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e3d9fe69-9727-48df-a2c5-561f60394837
C29,fi_8881,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,133a2d26-46ae-4dd4-befe-9710858a7346
C30,fi_38992,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,931c9e18-6a86-4834-99d5-cb055e47e006
C30,fi_4313,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2a927a68-6276-4222-b125-d8262fc6175e
C30,fi_43152,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e7a4ed1f-b3a8-4f49-9fc9-f80317e75e08
C30,fi_43155,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f038f3e3-1819-4c51-8066-011b56ddba0f
C30,fi_44710,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,945de7eb-5ea9-4c3f-bb65-e3aa739d438d
C30,fi_493,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7d567ad1-d751-45fb-9855-60ac05f8f132
C30,fi_494,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c47403c5-a12c-4302-ba3c-a669e36356bb
C30,fi_495,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3a815ba3-71c0-4ad3-9056-cb09a8fb38e7
C30,fi_496,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6fc1a575-1b5c-464a-8f27-aaa0830c3197
C30,C_OTRE,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d477fff8-65d8-4162-afa7-4d5d8018dc56
C30,fi_87149,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,937e6149-1ae4-4d23-b488-78600e122009
C30,fi_8882,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1f6f1f4a-5d06-41d0-b353-187371fce2c7
C31_32,fi_381,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e9cb5cf3-7621-4f89-b501-32bdf5e2b7c7
C31_32,fi_32512,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9d817392-021d-4273-a31f-787c9b59cf16
C31_32,fi_35290,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0f0ed488-baeb-4a34-a037-5c2d84fd2e42
C31_32,fi_36971,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e932ff8c-c319-43ab-a7aa-14fdcedc0466
C31_32,fi_36990,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,402bf7ef-d995-43ad-b159-4e80f6bc3222
C31_32,fi_38140,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,609fdb63-7050-4e57-bfe7-09be1c1ef5d8
C31_32,fi_38220,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,acb9385e-6b17-485c-9694-e5ec7eb18262
C31_32,fi_38230,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,288ad2bc-6791-4662-8cbd-7d306f5db2b8
C31_32,fi_38240,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,652d88aa-bb9e-4d1a-8164-c2274bb79cdf
C31_32,fi_38250,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,83190409-0e63-43ee-80fd-3afa42d81578
C31_32,fi_383,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0fc7f5fe-8e18-4a75-9b6d-f292aaf18a23
C31_32,fi_384,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7650934f-d3c1-4923-b942-7062fea929e1
C31_32,fi_38510,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9656a3b9-76bf-419e-9e14-adfe28ff1e80
C31_32,fi_38520,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,94196bcf-51ef-4f92-a544-360c3725d48f
C31_32,fi_38530,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7d242b3a-e358-4453-898f-fb3901734443
C31_32,fi_38540,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a7b3c522-7d81-4a73-beb3-22de6ab60622
C31_32,fi_38550,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ad232ddb-1d5b-4f12-a0b7-cd7d8728d707
C31_32,fi_38560,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,43458364-b853-4261-b0a8-5891c17d60ec
C31_32,fi_38570,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f599c746-71b8-4b08-bc96-49e5ba158270
C31_32,fi_38590,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,59f5413a-f734-4a9e-9cc5-f8d271783a06
C31_32,fi_38911,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,860e4d89-40fa-4409-ba7f-a410a135abde
C31_32,fi_38912,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b51ee1d4-691e-4e34-b5d1-7c5a86376b4c
C31_32,fi_3892,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,59acf854-4ae8-4ec9-9c95-b0cd0f830173
C31_32,fi_38972,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,97e61d71-d9af-448d-8bcd-4178a4b4d871
C31_32,fi_38991,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5b9f65d4-55d7-4250-8168-367839c960ef
C31_32,fi_38993,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,dd48d8cd-5831-4ac0-9e47-b18df779c089
C31_32,fi_38994,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,00e467f2-9d59-4803-9509-58c6339d4ae0
C31_32,fi_38995,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b0cb0e79-f812-41ec-a5fb-f39d5b02f38d
C31_32,fi_38996,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3735cdab-dfe8-4841-90db-db3550f6ded8
C31_32,fi_38997,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,22e5dbe9-43ad-442e-8de5-044801be86af
C31_32,fi_38999,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ac8b76eb-0713-4ab7-961e-dc5a5e3325ee
C31_32,fi_48130,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,51c58e8f-6f7b-409c-8e47-654f50c37afc
C31_32,fi_48140,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,580c8da0-7fe6-4b41-a901-0101d3f9fef6
C31_32,fi_48150,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e7696509-62d1-4294-9e2a-7f066bc8c5b2
C31_32,fi_48160,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e67275d4-46b2-4909-a432-c6cd6e55baa6
C31_32,fi_48171,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d12500d6-717c-42db-aee9-8e46bdcf5c23
C31_32,fi_48172,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,60fb9e73-e6e9-4128-a0b2-9d6b16528373
C31_32,fi_48180,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3343e37e-189b-4670-b1ab-28868c6d9940
C31_32,fi_48312,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,aec6b934-cef1-496e-9deb-71af89d6c07a
C31_32,fi_48313,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2ea94504-8715-4ffd-ac3e-24c79df3520c
C31_32,fi_48352,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,96de72a3-859b-4025-8fdd-e713b07cad25
C31_32,fi_48490,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1a93c13c-7e0a-4b68-8c73-f4b4529d73fd
C31_32,fi_889,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,131d001b-7c0b-46b3-9874-e013b84b02cc
C33,fi_871,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d7be6b38-4428-4f54-b61a-aac98ec5c0bc
C33,fi_873,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4f861368-f84d-4f92-983d-cfbb4f5f3202
D,fi_17,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,833dd93d-2812-4b85-830a-99ebfc029469
D,fi_61191,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bcae6d9d-6585-4852-9642-904e958e6d00
D,fi_61197,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,e66f3a09-1674-4c31-b31b-58580a715469
D,fi_61291,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,cf9b9972-e0f9-499b-ac17-e8d708271116
D,fi_61297,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,de85ed04-a35c-413e-8168-e346e0a096f5
D,fi_62497,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,00fcba32-e301-4355-bde1-099beebab842
D,fi_62597,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,7de19602-1bbc-4ac2-a578-384086a60fe5
D,fi_6911,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,473f7545-ba53-43df-810a-98983f32d837
D,fi_6912,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,26b1cf1f-3d1b-41b6-81d2-15f8944b981d
D,fi_69220,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c8cc4d38-4dd9-4afa-b12d-2cd3d9bf265b
D,fi_8631,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,2c0d0b44-0a2a-47a8-934d-cbf1bcefe3d4
D,fi_86320,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,16de060f-2832-45f5-81bc-56e50d6d7c88
D,fi_86340,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,1ac272e3-c93e-4032-ac65-fb02dcfe3cb0
D35,fi_17,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,85366bc3-bfb3-4c47-bbe5-d0e60b4df723
