activitytype_from,activitytype_to,classification_from,classification_to,comment,prefixed_id,skos_uri
A_CO_OTHE,38.21,bonsai,nace_rev2,many-to-one correspondence,b83be9d8-5aaa-43c9-a225-849c4a9c8cd1,http://www.w3.org/2004/02/skos/core#broadMatch
A_COAL,05.2,bonsai,nace_rev2,one-to-one correspondence,0ad00c51-e491-4243-8d3a-b57c98917dfd,http://www.w3.org/2004/02/skos/core#exactMatch
A_Cocader,10.82,bonsai,nace_rev2,many-to-one correspondence,53c884f2-d5ae-420a-9e2c-643bd126482c,http://www.w3.org/2004/02/skos/core#broadMatch
A_Cocoa,01.25,bonsai,nace_rev2,many-to-one correspondence,7db88e60-8a5e-4e42-9a92-65cd4a3836dd,http://www.w3.org/2004/02/skos/core#broadMatch
A_Cocod,10.82,bonsai,nace_rev2,many-to-one correspondence,da542264-b887-4e64-8485-0537e3511081,http://www.w3.org/2004/02/skos/core#broadMatch
A_Cocon,01.26,bonsai,nace_rev2,many-to-one correspondence,54174e24-69da-4389-8372-3763dc351b81,http://www.w3.org/2004/02/skos/core#broadMatch
A_Coffn,01.27,bonsai,nace_rev2,many-to-one correspondence,52dff684-e770-4244-a455-cac101d304e6,http://www.w3.org/2004/02/skos/core#broadMatch
A_COIL,06.1,bonsai,nace_rev2,one-to-one correspondence,bc71cd97-dc0c-4a16-b2f7-4b6c5fd8500d,http://www.w3.org/2004/02/skos/core#exactMatch
A_COKE,19.1,bonsai,nace_rev2,one-to-one correspondence,b211ae42-8709-40b2-b8c9-cb8c3f0ced39,http://www.w3.org/2004/02/skos/core#exactMatch
A_COMP,62,bonsai,nace_rev2,one-to-one correspondence,d12bb687-6c01-453d-b8d3-c5674ae9e545,http://www.w3.org/2004/02/skos/core#exactMatch
A_CONS,41,bonsai,nace_rev2,one-to-one correspondence,5bbdcb2e-9469-4a0d-b292-eae31f82ffd2,http://www.w3.org/2004/02/skos/core#exactMatch
A_CONW,38.32,bonsai,nace_rev2,many-to-one correspondence,80266e15-3ad6-4303-a540-0198e0c0f77d,http://www.w3.org/2004/02/skos/core#broadMatch
A_COPO,07.29,bonsai,nace_rev2,many-to-one correspondence,205dbda3-cb3f-4cd7-8563-41a0c4ba150f,http://www.w3.org/2004/02/skos/core#broadMatch
A_COPP,24.44,bonsai,nace_rev2,many-to-one correspondence,89faa7ff-4ba1-4aa3-b139-1e5a0e932cb4,http://www.w3.org/2004/02/skos/core#broadMatch
A_COPW,24.44,bonsai,nace_rev2,many-to-one correspondence,7fb4ddf7-7eba-430b-b16b-a589601d3fcb,http://www.w3.org/2004/02/skos/core#broadMatch
A_Cowmilk,01.41,bonsai,nace_rev2,many-to-one correspondence,acbef61f-984d-40ea-85aa-245511ed394e,http://www.w3.org/2004/02/skos/core#broadMatch
A_Cowpea,01.11,bonsai,nace_rev2,many-to-one correspondence,da8b51db-0ea1-4548-98d5-a99fed1edd70,http://www.w3.org/2004/02/skos/core#broadMatch
A_Crans,01.25,bonsai,nace_rev2,many-to-one correspondence,f52c5e01-8cd6-41ad-b5c4-d9c6923f8cca,http://www.w3.org/2004/02/skos/core#broadMatch
A_CRMC,23.4,bonsai,nace_rev2,one-to-one correspondence,735edcd1-9d7d-406e-8737-4d537b233193,http://www.w3.org/2004/02/skos/core#exactMatch
A_CU_INCI,38.21,bonsai,nace_rev2,many-to-one correspondence,44d5c9a0-5889-462a-8267-119e98bf59de,http://www.w3.org/2004/02/skos/core#broadMatch
A_CU_LAND,38.21,bonsai,nace_rev2,many-to-one correspondence,fb6178c1-b17c-4187-bc90-f81d1cc5f635,http://www.w3.org/2004/02/skos/core#broadMatch
A_Cucus,01.13,bonsai,nace_rev2,many-to-one correspondence,d06e07e8-7bac-4239-8a1e-dc25213d25f5,http://www.w3.org/2004/02/skos/core#broadMatch
A_Currs,01.25,bonsai,nace_rev2,many-to-one correspondence,2b893a19-85c0-4ca7-bb68-89b716879536,http://www.w3.org/2004/02/skos/core#broadMatch
A_Dates,01.22,bonsai,nace_rev2,many-to-one correspondence,5ed5a9d3-e947-46e6-897b-59fe617189ca,http://www.w3.org/2004/02/skos/core#broadMatch
A_DE_INCI,38.21,bonsai,nace_rev2,many-to-one correspondence,0c354177-e22a-4d75-b0c1-47a79cabc2db,http://www.w3.org/2004/02/skos/core#broadMatch
A_DE_INCI_no_recov,38.21,bonsai,nace_rev2,many-to-one correspondence,47033255-ac5f-43d0-837a-400887a9815a,http://www.w3.org/2004/02/skos/core#broadMatch
A_DE_LAND,38.21,bonsai,nace_rev2,many-to-one correspondence,72632386-c0d6-42a9-9172-ae340002e767,http://www.w3.org/2004/02/skos/core#broadMatch
A_DE_OTHE,38.21,bonsai,nace_rev2,many-to-one correspondence,8c06666d-99a8-412b-94ca-303fa2fa9e3a,http://www.w3.org/2004/02/skos/core#broadMatch
A_DE_RECY,24.43,bonsai,nace_rev2,many-to-one correspondence,ae57610a-2b31-4978-8be5-6c95c64291a0,http://www.w3.org/2004/02/skos/core#broadMatch
A_DV_INCI,38.21,bonsai,nace_rev2,many-to-one correspondence,eec75e61-d36f-43a0-b798-133f1b27b2e7,http://www.w3.org/2004/02/skos/core#broadMatch
A_DV_LAND,38.21,bonsai,nace_rev2,many-to-one correspondence,7513a57c-e82c-40e4-8b35-dece3ab466ae,http://www.w3.org/2004/02/skos/core#broadMatch
A_DV_RECY,24.43,bonsai,nace_rev2,many-to-one correspondence,3381c7b8-210c-4617-b8b4-1855a376113e,http://www.w3.org/2004/02/skos/core#broadMatch
A_EBOIL,25.21,bonsai,nace_rev2,one-to-one correspondence,14b01630-9087-4bc5-9025-b26612449f83,http://www.w3.org/2004/02/skos/core#exactMatch
A_EDUC,85,bonsai,nace_rev2,one-to-one correspondence,7f31a08b-ae56-40c7-a34a-7759471b4bdb,http://www.w3.org/2004/02/skos/core#exactMatch
A_Eggpl,01.13,bonsai,nace_rev2,many-to-one correspondence,51cbf014-643d-4dc0-a076-c23b73465124,http://www.w3.org/2004/02/skos/core#broadMatch
A_ELMA,26.1,bonsai,nace_rev2,one-to-one correspondence,13ad429e-33e5-4ed1-badf-cf8eb739b09d,http://www.w3.org/2004/02/skos/core#exactMatch
A_F_aqua,03.2,bonsai,nace_rev2,one-to-one correspondence,aa3e8367-6e98-4656-89bb-8992db433593,http://www.w3.org/2004/02/skos/core#exactMatch
A_F_capture,03.1,bonsai,nace_rev2,one-to-one correspondence,42d5d321-9e7c-401a-aa1c-ff1a4985a7f4,http://www.w3.org/2004/02/skos/core#exactMatch
A_FABM,25,bonsai,nace_rev2,one-to-one correspondence,dba04472-5b13-4250-83f4-89603fb8e046,http://www.w3.org/2004/02/skos/core#exactMatch
A_FAUX,66,bonsai,nace_rev2,one-to-one correspondence,738af268-8f4b-4a11-81b7-2443175ad734,http://www.w3.org/2004/02/skos/core#exactMatch
A_Figsd,10.39,bonsai,nace_rev2,many-to-one correspondence,0f58dce2-bbe1-4f84-a996-6fbeeb977158,http://www.w3.org/2004/02/skos/core#broadMatch
A_Figss,01.22,bonsai,nace_rev2,many-to-one correspondence,d0e2d670-5240-43d1-bf95-3ebf75653ae0,http://www.w3.org/2004/02/skos/core#broadMatch
A_FINS,65,bonsai,nace_rev2,one-to-one correspondence,e882a794-a4a7-4dfe-a28c-f36b7ab2ab44,http://www.w3.org/2004/02/skos/core#exactMatch
A_FINT,64,bonsai,nace_rev2,one-to-one correspondence,b3a4a292-5b4e-49bf-b5a5-f5ec98a14dd1,http://www.w3.org/2004/02/skos/core#exactMatch
A_Flaxw,01.16,bonsai,nace_rev2,many-to-one correspondence,fd2921e9-acbc-4903-ab71-e4d963401783,http://www.w3.org/2004/02/skos/core#broadMatch
A_FO_OTHE,38.21,bonsai,nace_rev2,many-to-one correspondence,9cf227da-dc17-4dd1-b03b-1ad6d32f45f1,http://www.w3.org/2004/02/skos/core#broadMatch
A_FO_RECY,38.11,bonsai,nace_rev2,many-to-one correspondence,5536329a-5392-4bd7-bc65-65b86d4c2cda,http://www.w3.org/2004/02/skos/core#broadMatch
A_Fonio,01.29,bonsai,nace_rev2,many-to-one correspondence,5783a943-8af5-404e-b3d6-8f928bb89c11,http://www.w3.org/2004/02/skos/core#broadMatch
A_FOOD_w_water,38.21,bonsai,nace_rev2,many-to-one correspondence,624d939c-b538-4d1f-9d56-2cedb4f3ae1f,http://www.w3.org/2004/02/skos/core#broadMatch
A_FORE,02,bonsai,nace_rev2,one-to-one correspondence,cc6fbea4-6762-465b-a334-852d243df701,http://www.w3.org/2004/02/skos/core#exactMatch
A_Frozfrui,10.3,bonsai,nace_rev2,many-to-one correspondence,68697ae3-acde-40f8-bd65-2331a4763979,http://www.w3.org/2004/02/skos/core#broadMatch
A_Frozvege,10.3,bonsai,nace_rev2,many-to-one correspondence,00f018fa-5b73-4a7d-adc7-7a0a5f1308bb,http://www.w3.org/2004/02/skos/core#broadMatch
A_frtrop_nes,01.22,bonsai,nace_rev2,many-to-one correspondence,64e375ba-4a44-4e09-8d91-8145c5c252c3,http://www.w3.org/2004/02/skos/core#broadMatch
A_FSHP,10.2,bonsai,nace_rev2,one-to-one correspondence,b277e954-a24a-4f11-b4ec-80e6ae0d318e,http://www.w3.org/2004/02/skos/core#exactMatch
A_FURN,31,bonsai,nace_rev2,one-to-many correspondence,9a990778-dbad-4004-8bd6-268062cd47df,http://www.w3.org/2004/02/skos/core#narrowMatch
A_FURN,32,bonsai,nace_rev2,one-to-many correspondence,01f7b1cb-f07d-4830-93aa-478e89eae1c7,http://www.w3.org/2004/02/skos/core#narrowMatch
A_Garlc,01.13,bonsai,nace_rev2,many-to-one correspondence,54afc47f-272f-4bb2-af6a-6a820548e127,http://www.w3.org/2004/02/skos/core#broadMatch
A_GARM,13.2,bonsai,nace_rev2,one-to-one correspondence,5a0a81ba-df31-40a9-9697-39931ac047eb,http://www.w3.org/2004/02/skos/core#exactMatch
A_GASD,35.2,bonsai,nace_rev2,one-to-one correspondence,01964720-d6e1-4f95-aaf4-5204d1cb0150,http://www.w3.org/2004/02/skos/core#exactMatch
A_GASE,06.2,bonsai,nace_rev2,many-to-one correspondence,15755be5-5135-4350-aafe-47f7ee01883c,http://www.w3.org/2004/02/skos/core#broadMatch
A_Germe,01.19,bonsai,nace_rev2,many-to-one correspondence,c67e294c-069c-4a2e-9022-cea55e2c8379,http://www.w3.org/2004/02/skos/core#broadMatch
A_Germt,01.11,bonsai,nace_rev2,many-to-one correspondence,35202a5b-67fb-4f8e-8187-8a6380f0cf83,http://www.w3.org/2004/02/skos/core#broadMatch
A_Gingr,01.28,bonsai,nace_rev2,many-to-one correspondence,68329862-0da4-44b0-b817-f6bf2861475e,http://www.w3.org/2004/02/skos/core#broadMatch
A_GL_INCI,38.21,bonsai,nace_rev2,many-to-one correspondence,975823c5-0024-4c17-bc5f-a34371d705cf,http://www.w3.org/2004/02/skos/core#broadMatch
A_GL_INCI_no_recov,38.21,bonsai,nace_rev2,many-to-one correspondence,73c6348f-cbbd-4c03-9e87-6893c6c6980d,http://www.w3.org/2004/02/skos/core#broadMatch
A_GL_LAND,38.21,bonsai,nace_rev2,many-to-one correspondence,2fde988d-5cab-4ce5-b9ea-4f58d0958a3e,http://www.w3.org/2004/02/skos/core#broadMatch
A_GLAS,23.1,bonsai,nace_rev2,one-to-one correspondence,6e384e35-6ac4-4d5a-a9d1-2105442cb605,http://www.w3.org/2004/02/skos/core#exactMatch
A_GLAS_reuse,38.11,bonsai,nace_rev2,many-to-one correspondence,e2fd418d-0322-43e4-bc73-6812fb967b61,http://www.w3.org/2004/02/skos/core#broadMatch
A_GLAW,38.32,bonsai,nace_rev2,many-to-one correspondence,31945efd-8d47-47ea-8410-23bf45e2b9e8,http://www.w3.org/2004/02/skos/core#broadMatch
A_Goamilk,01.45,bonsai,nace_rev2,many-to-one correspondence,926f87e5-a459-43ec-9adc-d4ba8a6c1d32,http://www.w3.org/2004/02/skos/core#broadMatch
A_Gooss,01.25,bonsai,nace_rev2,many-to-one correspondence,d15e0da6-03fe-44d7-8c69-63f01150f3e7,http://www.w3.org/2004/02/skos/core#broadMatch
A_Graid,01.11,bonsai,nace_rev2,many-to-one correspondence,e6510df8-d521-4fb0-be5c-1291f4e4b1ed,http://www.w3.org/2004/02/skos/core#broadMatch
A_Grapf,01.21,bonsai,nace_rev2,many-to-one correspondence,d84ba9c9-cba9-4236-a62f-7e9c37d498da,http://www.w3.org/2004/02/skos/core#broadMatch
A_Graps,01.21,bonsai,nace_rev2,many-to-one correspondence,02dd5377-f64f-482f-afd6-2e5316336da1,http://www.w3.org/2004/02/skos/core#broadMatch
A_Grou_shld,10.39,bonsai,nace_rev2,many-to-one correspondence,f3bbafd5-1aa9-466a-b056-b9fd237f2a35,http://www.w3.org/2004/02/skos/core#broadMatch
A_Groul,01.11,bonsai,nace_rev2,many-to-one correspondence,e7b0afab-43bc-40e7-b343-345940526c99,http://www.w3.org/2004/02/skos/core#broadMatch
A_HA_INCI,38.21,bonsai,nace_rev2,many-to-one correspondence,5def210b-c74f-4392-bdd1-a4032af01faf,http://www.w3.org/2004/02/skos/core#broadMatch
A_HA_INCI_no_recov,38.21,bonsai,nace_rev2,many-to-one correspondence,36b9661f-4c10-4ec4-8b6e-3c4e72aa7502,http://www.w3.org/2004/02/skos/core#broadMatch
A_HA_LAND,38.21,bonsai,nace_rev2,many-to-one correspondence,a1264f05-727a-49a6-8fb8-1d078e8d45a1,http://www.w3.org/2004/02/skos/core#broadMatch
A_HA_OTHE,38.21,bonsai,nace_rev2,many-to-one correspondence,56c35323-29ce-493c-a063-c94e68001d22,http://www.w3.org/2004/02/skos/core#broadMatch
A_HA_RECY,38.32,bonsai,nace_rev2,many-to-one correspondence,5ea8eb5b-4bda-480a-b84f-bc9b00f5bbf0,http://www.w3.org/2004/02/skos/core#broadMatch
A_Haze_shld,10.39,bonsai,nace_rev2,many-to-one correspondence,684ac18a-27eb-4eac-ae64-8224cdd3a957,http://www.w3.org/2004/02/skos/core#broadMatch
A_Hazel,01.25,bonsai,nace_rev2,many-to-one correspondence,84f39369-858c-4a83-9957-f6c0939a74e5,http://www.w3.org/2004/02/skos/core#broadMatch
A_HCHEM,35.30,bonsai,nace_rev2,many-to-one correspondence,23314ad6-b9ba-4e44-bc61-6c975544775a,http://www.w3.org/2004/02/skos/core#broadMatch
A_HEAL,86,bonsai,nace_rev2,one-to-one correspondence,ce3f13cc-16b7-4b22-b166-85a730f22b2d,http://www.w3.org/2004/02/skos/core#exactMatch
A_Hempd,01.19,bonsai,nace_rev2,many-to-one correspondence,88889df5-7c73-4340-a9eb-097d5ad571af,http://www.w3.org/2004/02/skos/core#broadMatch
A_Honel,01.49,bonsai,nace_rev2,many-to-one correspondence,a10905df-b118-4f86-9bc2-7847fad83935,http://www.w3.org/2004/02/skos/core#broadMatch
A_Hops,01.28,bonsai,nace_rev2,many-to-one correspondence,b51afc5d-0fe2-44f5-b033-f82f71991972,http://www.w3.org/2004/02/skos/core#broadMatch
A_HORE,55,bonsai,nace_rev2,one-to-one correspondence,a9f32e00-1b99-49cf-9bdd-e489eb12f7e8,http://www.w3.org/2004/02/skos/core#exactMatch
A_HWAT,35.3,bonsai,nace_rev2,one-to-many correspondence,9df82ffb-9207-4219-9347-5eee104cfe7a,http://www.w3.org/2004/02/skos/core#narrowMatch
A_HPUMP,28.21,bonsai,nace_rev2,one-to-one correspondence,88646ea6-5325-4ad0-991c-20d38195f46e,http://www.w3.org/2004/02/skos/core#exactMatch
A_HWAT,35.30,bonsai,nace_rev2,many-to-many correspondence,9df82ffb-9207-4219-9347-5eee104cfe7a,http://www.w3.org/2004/02/skos/core#relatedMatch
A_INCF,38.21,bonsai,nace_rev2,many-to-one correspondence,244b3a2a-51d1-42bd-b72d-479a5b6713b0,http://www.w3.org/2004/02/skos/core#broadMatch
A_INCF_no_recov,38.21,bonsai,nace_rev2,many-to-one correspondence,25e4d45f-9cf5-4098-abee-9613de354714,http://www.w3.org/2004/02/skos/core#broadMatch
