code,parent_code,name,level,prefixed_id
DISTLOSS,TES,Losses,1,1e84d12d-2550-4dbe-bf5a-3d6d74ead7a3
TFC,,Total final consumption,0,8199ef4f-7505-41db-bb58-725918fb3bea
TOTIND,TFC,Industry,1,9fb5220d-807d-47d7-ac9c-6e038986be7e
MINING,TOTIND,Mining and quarrying,2,be690103-d3ec-415f-8391-076abe8a5494
CONSTRUC,TOTIND,Construction,2,d89e504f-ec77-4b05-89ba-c0af4c787971
MANUFACT,TOTIND,Manufacturing,2,f264d9c3-af5a-4532-aba4-8484c83f7a30
IRONSTL,MANUFACT,Iron and steel,3,f0c0ce67-da17-4699-ad38-0f09dd00e602
CHEMICAL,MANUFACT,Chemical and petrochemical,3,29285aca-df63-4cf6-87f4-b7c74e9f105c
NONFERR,MANUFACT,Non-ferrous metals,3,f669d0fb-8796-412b-accd-d58bb84bf38f
NONMET,MANUFACT,Non-metallic minerals,3,e92f24f7-50c8-45fa-98d2-fec877eb4fd8
TRANSEQ,MANUFACT,Transport equipment,3,cfd44d41-66d9-4e82-bc4d-a9667f4246c9
MACHINE,MANUFACT,Machinery,3,de4c5a0c-78f6-4564-8a24-3fa0fae6e699
FOODPRO,MANUFACT,Food and tobacco,3,f0389c8e-b378-4268-a3ff-2716373147f4
PAPERPRO,MANUFACT,"Paper,pulp and printing",3,6615c6cf-36ce-4cd9-b9df-62bf4cab700c
WOODPRO,MANUFACT,Wood and wood products,3,d6ad45bb-0ed0-46a9-980d-642662974058
TEXTILES,MANUFACT,Textile and leather,3,4d7f03f9-f16a-48c3-8fbc-d99fcfbdb5ae
INONSPEC,MANUFACT,Industry not elsewhere specified,3,85fddaaf-f48e-4149-bff8-530a4c25649d
TOTTRANS,TFC,Transport,1,2e2555a4-c67f-4ac2-bf6a-184a615f4fd9
WORLDLAV,TOTTRANS,World aviation bunkers,2,11b881dc-db81-4b4e-832e-6c4f2133b836
DOMESAIR,TOTTRANS,Domestic aviation,2,ed045237-e84f-49ec-bbeb-3ecd1070927a
ROAD,TOTTRANS,Road,2,5c04bee3-048d-48c8-a583-0d6996b6c284
RAIL,TOTTRANS,Rail,2,3e739ce6-d4da-413f-a722-47661ffa0450
PIPELINE,TOTTRANS,Pipeline transport,2,ee4bab37-d368-4cf7-9298-f29926d7401a
WORLDMAR,TOTTRANS,World marine bunkers,2,2027c963-fe09-473f-8e76-fb46e2a52525
DOMESNAV,TOTTRANS,Domestic navigation,2,62bf736d-4520-462f-96b1-374af8c49f8b
TRNONSPE,TOTTRANS,Transport not elsewhere specified,2,e3072c41-e356-40ab-a1f1-64ce5d341a8c
RESIDENT,TFC,Residential,1,3ecb8e69-e6f3-46ef-983f-1a504ece7205
COMMPUB,TFC,Commercial and public services,1,c44f009c-4f7c-4cc7-b743-600731a76965
AGRICULT,TFC,Agriculture/forestry,1,acb27d61-f3f6-4f03-a285-c28a49b86b51
FISHING,TFC,Fishing,1,e844c157-5402-48cd-880c-7e94dec22e77
ONONSPEC,TFC,Final consumption not elsewhere specified,1,48ad0a46-4d21-453e-9c17-d8eb16bb68cc
NONENUSE,TFC,Non-energy use,1,dfff5eaa-d2b4-4c97-9419-fe4eab6f3867
NEINTREN,NONENUSE,Non-energy use industry/transformation/energy,2,6fae1429-f8d5-4ba7-9456-bcdc92b4dce5
NEIND,NEINTREN,Memo: Non-energy use in industry,3,e616d088-3d9e-453c-a9e3-0c6e1842b597
NECONSTRUC,NEIND,Memo: Non-energy use in construction,4,0d214d98-0369-4525-9f19-41eedc53ecc6
NEMINING,NEIND,Memo: Non-energy use in mining and quarrying,4,6041be79-b46b-4624-8d2d-0017042dfe37
NEIRONSTL,NEIND,Memo: Non-energy use in iron and steel,4,2b645c54-faf8-440e-a3cc-d7e672f2929c
NECHEM,NEIND,Memo: Non-energy use in chemical/petrochemical,4,2d2d9252-3b03-430e-a740-da24fe5cd0f7
NENONFERR,NEIND,Memo: Non-energy use in non-ferrous metals,4,0b6edbd5-db56-4c75-ade6-e107696fc50c
NENONMET,NEIND,Memo: Non-energy use in non-metallic minerals,4,1a9116f9-6fd5-424f-8120-97371b89dc74
NETRANSEQ,NEIND,Memo: Non-energy use in transport equipment,4,85f3cf27-b8be-41fd-ab52-10347b081344
NEMACHINE,NEIND,Memo: Non-energy use in machinery,4,c0d804cb-9396-4def-b304-9e56cfa3db9e
NEFOODPRO,NEIND,Memo: Non-energy use in food/beverages/tobacco,4,9cf34c4f-4881-4a5d-8ebf-b3ffa4b55b17
NEPAPERPRO,NEIND,Memo: Non-energy use in paper/pulp and printing,4,f6727aca-bebe-4878-8436-9de9b114547d
NEWOODPRO,NEIND,Memo: Non-energy use in wood and wood products,4,9a947c1d-dc25-43ad-8cbc-6485701e06d0
NETEXTILES,NEIND,Memo: Non-energy use in textiles and leather,4,691b4045-f37c-446e-889f-1f3a4262c778
NEINONSPEC,NEIND,Memo: Non-energy use in industry not elsewhere specified,4,3a1fde57-a8aa-44d0-baf3-daf889520cf0
MIRONSTL,NEIND,"Memo: Iron and steel, blast furnaces and coke ovens",4,dd25274e-6941-44ed-ba6d-a6b3b3aee2f0
NETRANS,NONENUSE,Non-energy use in transport,2,15d9576a-acd4-4cd6-ad20-6d8bc0ea74a2
NEOTHER,NONENUSE,Non-energy use in other,2,02c7acfd-6299-4ea7-8e6c-a4483d5b85c4
ELOUTPUT,,Electricity output (GWh),0,8e7f3f72-182c-4872-8c96-34951ba834ea
ELMAINE,ELOUTPUT,Electricity output (GWh)-main activity producer electricity plants,1,23377adf-9527-4b70-a1b1-b3b8bacd5828
ELAUTOE,ELOUTPUT,Electricity output (GWh)-autoproducer electricity plants,1,426da448-c4f2-4f77-9687-065b5ba396b0
ELMAINC,ELOUTPUT,Electricity output (GWh)-main activity producer CHP plants,1,e3a9ee46-154d-4a78-af9b-c2237cc4238d
ELAUTOC,ELOUTPUT,Electricity output (GWh)-autoproducer CHP plants,1,b06eaf61-6d7c-4b28-bf11-755736ced5f0
HEATOUT,,Heat output,0,fcd24428-4169-46eb-bd2e-f695ea7baa14
HEMAINC,HEATOUT,Heat output-main activity producer CHP plants,1,0f678ea6-e5ca-4f2a-a587-379262c28c87
HEAUTOC,HEATOUT,Heat output-autoproducer CHP plants,1,79c32517-a402-4ffa-bad2-aa41a67eebcf
HEMAINH,HEATOUT,Heat output-main activity producer heat plants,1,76b5b6df-5428-40ab-b6e4-78ca651b2e99
HEAUTOH,HEATOUT,Heat output-autoproducer heat plants,1,d80f3d23-cab4-4920-93ef-f93e9d26aed8
