activitytype_from,activitytype_to,classification_from,classification_to,comment,prefixed_id,skos_uri
ai_a,A,bonsai,isic_rev4,one-to-one correspondence,ace25003-1b3a-4ad8-a349-eaeeba6d4db6,http://www.w3.org/2004/02/skos/core#exactMatch
ai_01,01,bonsai,isic_rev4,one-to-one correspondence,002a2b08-6f7c-4ee0-bd77-67bea4f50ae9,http://www.w3.org/2004/02/skos/core#exactMatch
ai_011,011,bonsai,isic_rev4,one-to-one correspondence,badb3714-ce9b-4b05-be86-8bdd859c18c2,http://www.w3.org/2004/02/skos/core#exactMatch
ai_0111,0111,bonsai,isic_rev4,one-to-one correspondence,f843f858-b7c9-435c-8cc9-09cc07977646,http://www.w3.org/2004/02/skos/core#exactMatch
ai_0111_1,0111,bonsai,isic_rev4,many-to-one correspondence,7ebb03df-6f51-493d-bd1e-2d441cda4ff8,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_2,0111,bonsai,isic_rev4,many-to-one correspondence,3f9fd77e-7b66-4f35-9264-e3e260b30e56,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_3,0111,bonsai,isic_rev4,many-to-one correspondence,6b6bf226-688c-4f56-834a-57ce2d7ebdbb,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_4,0111,bonsai,isic_rev4,many-to-one correspondence,cea2e81d-59e1-43f2-b235-59bed4b5645c,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_5,0111,bonsai,isic_rev4,many-to-one correspondence,cc27ecfe-180e-44a9-9c92-5672098e19b8,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_6,0111,bonsai,isic_rev4,many-to-one correspondence,01e1f7c7-c78d-4376-b904-91bbd467bafc,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_7,0111,bonsai,isic_rev4,many-to-one correspondence,5d9c48cf-b7cc-4770-8349-a1b018467088,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_8,0111,bonsai,isic_rev4,many-to-one correspondence,c1d66b51-72e7-4e4d-94e5-24ac58af93f8,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_9,0111,bonsai,isic_rev4,many-to-one correspondence,cc6f54b7-ac9f-44b8-b038-48ea0f2cc4f1,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_10,0111,bonsai,isic_rev4,many-to-one correspondence,9c18cde1-d285-44c7-a126-aac09a49b1b4,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_11,0111,bonsai,isic_rev4,many-to-one correspondence,cd32e87e-89bc-4556-b716-14ef6a72a65d,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_12,0111,bonsai,isic_rev4,many-to-one correspondence,edf80448-ac81-4a87-aadc-d0e081d03794,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_13,0111,bonsai,isic_rev4,many-to-one correspondence,f4332437-8731-4ffb-aaab-bd12f96073da,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_14,0111,bonsai,isic_rev4,many-to-one correspondence,4e00daa0-afc8-4f4f-9802-3516d2084ed2,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_15,0111,bonsai,isic_rev4,many-to-one correspondence,2fb88f40-3e55-4f23-af6e-e5f3f4df8818,http://www.w3.org/2004/02/skos/core#broadMatch
ai_0111_16,0111,bonsai,isic_rev4,many-to-one correspondence,b624bd51-36ee-4f5f-a34b-443b9f589ddb,http://www.w3.org/2004/02/skos/core#broadMatch
