activitytype_from,activitytype_to,classification_from,classification_to,comment,prefixed_id,skos_uri
A,A,isic_rev4,nace_rev2,one-to-one correspondence,03533b96-df59-4df0-8117-f8d99834f173,http://www.w3.org/2004/02/skos/core#exactMatch
01,01,isic_rev4,nace_rev2,one-to-one correspondence,f002808d-76a7-45b1-aa70-1dc1ce387b51,http://www.w3.org/2004/02/skos/core#exactMatch
011,01.1,isic_rev4,nace_rev2,one-to-one correspondence,de4b5001-6edb-4cee-b2a9-24ef8fc76d8e,http://www.w3.org/2004/02/skos/core#exactMatch
0111,01.11,isic_rev4,nace_rev2,one-to-one correspondence,a9763882-72d7-4fab-8d4e-248f84f5ebb1,http://www.w3.org/2004/02/skos/core#exactMatch
0112,01.12,isic_rev4,nace_rev2,one-to-one correspondence,11135059-bf0a-44d7-9032-e7f6665cba99,http://www.w3.org/2004/02/skos/core#exactMatch
0113,01.13,isic_rev4,nace_rev2,one-to-one correspondence,947180ab-df78-4c8e-9ca3-df3855d30527,http://www.w3.org/2004/02/skos/core#exactMatch
0114,01.14,isic_rev4,nace_rev2,one-to-one correspondence,bb175450-3a79-459c-ad9a-c83d9952d73e,http://www.w3.org/2004/02/skos/core#exactMatch
0115,01.15,isic_rev4,nace_rev2,one-to-one correspondence,85a1789c-7330-4aee-bc57-4e5eff5d6c74,http://www.w3.org/2004/02/skos/core#exactMatch
0116,01.16,isic_rev4,nace_rev2,one-to-one correspondence,bc199935-f7f0-4717-9d83-8f7195851b4f,http://www.w3.org/2004/02/skos/core#exactMatch
0119,01.19,isic_rev4,nace_rev2,one-to-one correspondence,8d5994d7-6449-4bcb-bc2f-2c20f8db6ada,http://www.w3.org/2004/02/skos/core#exactMatch
012,01.2,isic_rev4,nace_rev2,one-to-one correspondence,bca94efa-c65d-4a6a-81f4-88b7cc9bc0de,http://www.w3.org/2004/02/skos/core#exactMatch
0121,01.21,isic_rev4,nace_rev2,one-to-one correspondence,98acdbe6-82b8-4cc4-99a1-a50b42497aae,http://www.w3.org/2004/02/skos/core#exactMatch
