code,parent_code,name,description,comment,prefixed_id,level
total,,total,,,eea63547-dd55-490b-b6a7-c61295d20d40,0
urban,total,urban,,,5a57f327-e0b2-4eb2-b337-dc644cf9765d,1
rural,total,rural,,,8138fb3e-5823-4507-affd-dc2c2c5435a8,1
undefined,total,undefined,,,7aad6a10-6caf-44a9-a092-fd0cd964ea1f,1
