code,name,comment,parent_code,level,prefixed_id
world,World,total,,0,73a660bf-f895-4038-9230-f0722f8bb30f
AU,Australia,country,world,1,30d5e62b-183f-4ebe-9933-444bea9ba34c
AT,Austria,country,world,1,be5e47ff-8cca-4713-b397-5518ed29ffb7
BE,Belgium,country,world,1,56861324-b95f-47ab-bca8-442477920519
BR,Brazil,country,world,1,121980e7-4b69-44a8-aad4-82657dc50c58
BG,Bulgaria,country,world,1,42d49d2d-2078-44df-b957-a499bdb20c84
CA,Canada,country,world,1,cb3628c4-4905-4921-88b3-5dc5849d926d
CN,China,country,world,1,3207c95b-fafb-4113-a67e-8aa59dd5fbe5
CY,Cyprus,country,world,1,fc55b044-feba-4216-a222-9a7cf20c0aed
CZ,Czech Republic,country,world,1,8de3f262-f148-4245-a2cd-6b267c040f41
DK,Denmark,country,world,1,5ef636d5-ba32-48f7-9eb0-9847c36bdaab
EE,Estonia,country,world,1,711cdbc8-fc42-4911-ba8a-8124f3719ded
FI,Finland,country,world,1,827c4c2b-f635-47e1-929e-8a67edb6051d
FR,France,country,world,1,6a46ff0e-49e2-4b1d-b465-b9c15395938d
DE,Germany,country,world,1,8132c637-ce00-4f84-b9a3-89af45099ed8
GR,Greece,country,world,1,6da59a86-2134-43d6-b383-52a319ca2566
HU,Hungary,country,world,1,920dd7e9-ef7a-466e-af8c-27304cd992e8
HR,Croatia,country,world,1,5c3e0e4a-0a26-4080-af53-5aacc7e9a028
IN,India,country,world,1,2f401c9e-af1b-4140-b1d3-3464256105b9
ID,Indonesia,country,world,1,a50dc7b4-ff5b-40ad-b0f1-56b1bd1d9408
IE,Ireland,country,world,1,12ecd789-5151-41b4-8c5a-d4fbdef5eea3
IT,Italy,country,world,1,b651dd3c-fe33-405f-99f7-daf1757c70e0
JP,Japan,country,world,1,4ebaf0c7-f028-440d-812c-a2e00b808892
LV,Latvia,country,world,1,96925473-6da5-454b-ae50-21d23f71b711
LT,Lithuania,country,world,1,b9fc06e0-4b42-4748-bb46-7ad30d3d71a7
LU,Luxembourg,country,world,1,0856c0d0-646f-43df-936e-488787eda889
MT,Malta,country,world,1,e2490154-7010-488d-9894-a5742576600d
MX,Mexico,country,world,1,b2a3916c-61f7-4337-a337-122053415174
NL,Netherlands,country,world,1,ed2958eb-5b32-4f16-9606-80e50e77ba65
NO,Norway,country,world,1,a5fd7c0f-6505-4a81-a1d2-f31863aa04fa
PL,Poland,country,world,1,eae34d79-7936-4991-8b79-1c173b5485de
PT,Portugal,country,world,1,fbe14bd0-96c7-49a4-9276-a9ac564b1c2a
RO,Romania,country,world,1,b23b9584-680c-4947-affa-9681bef85542
RU,Russia,country,world,1,ae96a3d6-46a3-48eb-942a-28cbe708a73c
SK,Slovakia,country,world,1,c765985b-80df-4d56-a655-8455a8deee00
SI,Slovenia,country,world,1,7a8f7f92-a0ac-4ab2-8291-49bc5aad04a7
ZA,South Africa,country,world,1,2aba5d8e-fe0c-475a-a722-f2b23d80950d
KR,South Korea,country,world,1,4b8709c4-f713-4af0-b015-12383bb4c222
ES,Spain,country,world,1,f116c043-c705-4046-ab2a-c72607c24bff
SE,Sweden,country,world,1,484f92cc-f335-4be3-b1f8-2141ec60dca0
CH,Switzerland,country,world,1,b0769374-017f-4c0b-bb08-2e0d8b919ee7
TW,Taiwan,country,world,1,01ea30d8-e058-44b6-9283-3657c743ac89
TR,Turkey,country,world,1,c76bdadb-d82f-42e1-b065-265376c3684b
GB,United Kingdom,country,world,1,ea1be5dc-0034-49f1-9874-c6dbcb0e9f67
US,United States,country,world,1,88353b0f-c22a-4871-949c-c713ebfa3846
WA,RoW Asia and Pacific,rest-of-world region,world,1,b9f20788-1b5c-4e89-a917-66016c9a63be
WL,RoW America,rest-of-world region,world,1,43316a13-56f0-4a1d-9b0e-cb7e10b31aa4
WE,RoW Europe,rest-of-world region,world,1,7a35c6c7-4188-4559-9012-1f63a624464d
WF,RoW Africa,rest-of-world region,world,1,77426a0e-2a4c-4a43-929e-b4c4a92006e1
WM,RoW Middle East,rest-of-world region,world,1,76633a13-622f-44ba-b813-d6c1e61b010e
